fecha,anio,mes_num,departamento,municipio,pasajeros_aereos_nacionales
2015-04-01,2015,4,ARAUCA,Arauca,5504
2015-04-01,2015,4,ARAUCA,Tame,81
2015-04-01,2015,4,ATLANTICO,Barranquilla,93309
2015-04-01,2015,4,BOGOTA D.C.,"Bogotá, D.C.",656216
2015-04-01,2015,4,BOLIVAR,Cartagena,113772
2015-04-01,2015,4,CALDAS,Manizales,6978
2015-04-01,2015,4,CAQUETA,Florencia,3407
2015-04-01,2015,4,CAQUETA,San Vicente del Caguán,3
2015-04-01,2015,4,CASANARE,Paz de Ariporo,55
2015-04-01,2015,4,CASANARE,Villanueva,0
2015-04-01,2015,4,CASANARE,Yopal,14381
2015-04-01,2015,4,CAUCA,Guapi,758
2015-04-01,2015,4,CAUCA,Popayán,3592
2015-04-01,2015,4,CESAR,Valledupar,15129
2015-04-01,2015,4,CHOCO,Acandí,462
2015-04-01,2015,4,CHOCO,Bahía Solano,192
2015-04-01,2015,4,CHOCO,Quibdó,13109
2015-04-01,2015,4,CORDOBA,Montelíbano,36
2015-04-01,2015,4,CORDOBA,Montería,32247
2015-04-01,2015,4,GUAINIA,Barranco Minas,0
2015-04-01,2015,4,GUAINIA,Inírida,1159
2015-04-01,2015,4,GUAVIARE,Miraflores,259
2015-04-01,2015,4,GUAVIARE,San José del Guaviare,785
2015-04-01,2015,4,HUILA,Neiva,11191
2015-04-01,2015,4,LA GUAJIRA,Maicao,2501
2015-04-01,2015,4,LA GUAJIRA,Riohacha,5354
2015-04-01,2015,4,LA GUAJIRA,Uribia,1215
2015-04-01,2015,4,MAGDALENA,Santa Marta,52546
2015-04-01,2015,4,META,La Macarena,0
2015-04-01,2015,4,META,Villavicencio,5969
2015-04-01,2015,4,NARINO,Pasto,11171
2015-04-01,2015,4,NARINO,San Andres de Tumaco,4381
2015-04-01,2015,4,NORTE DE SANTANDER,Cúcuta,42866
2015-04-01,2015,4,PUTUMAYO,Puerto Asís,2099
2015-04-01,2015,4,PUTUMAYO,Puerto Leguízamo,647
2015-04-01,2015,4,PUTUMAYO,Villagarzón,592
2015-04-01,2015,4,QUINDIO,Armenia,15800
2015-04-01,2015,4,RISARALDA,Pereira,52650
2015-04-01,2015,4,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1100
2015-04-01,2015,4,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,52849
2015-04-01,2015,4,SANTANDER,Barrancabermeja,6810
2015-04-01,2015,4,SANTANDER,Bucaramanga,68103
2015-04-01,2015,4,SIN ESPECIFICAR,Sin Especificar,0
2015-04-01,2015,4,SUCRE,Corozal,2063
2015-04-01,2015,4,SUCRE,Coveñas,42
2015-04-01,2015,4,SUCRE,Santiago de Tolú,393
2015-04-01,2015,4,TOLIMA,Ibagué,5888
2015-04-01,2015,4,VALLE DEL CAUCA,Buenaventura,550
2015-04-01,2015,4,VALLE DEL CAUCA,Cali,151126
2015-04-01,2015,4,VAUPES,Caruru,46
2015-04-01,2015,4,VAUPES,Mitú,993
2015-04-01,2015,4,VAUPES,Pacoa,8
2015-04-01,2015,4,VAUPES,Taraira,55
2015-04-01,2015,4,VICHADA,Cumaribo,296
2015-04-01,2015,4,VICHADA,Puerto Carreño,1508
2015-05-01,2015,5,AMAZONAS,LA CHORRERA,58
2015-05-01,2015,5,AMAZONAS,La Pedrera,100
2015-05-01,2015,5,AMAZONAS,Leticia,7227
2015-05-01,2015,5,AMAZONAS,Tarapacá,65
2015-05-01,2015,5,ANTIOQUIA,Carepa,8333
2015-05-01,2015,5,ANTIOQUIA,Caucasia,1562
2015-05-01,2015,5,ANTIOQUIA,El Bagre,466
2015-05-01,2015,5,ANTIOQUIA,Medellín,39756
2015-05-01,2015,5,ANTIOQUIA,Rionegro,207333
2015-05-01,2015,5,ARAUCA,Arauca,6347
2015-05-01,2015,5,ARAUCA,Tame,56
2015-05-01,2015,5,ATLANTICO,Barranquilla,101164
2015-05-01,2015,5,BOGOTA D.C.,"Bogotá, D.C.",686845
2015-05-01,2015,5,BOLIVAR,Cartagena,125141
2015-05-01,2015,5,CALDAS,Manizales,7351
2015-05-01,2015,5,CAQUETA,Florencia,3722
2015-05-01,2015,5,CAQUETA,San Vicente del Caguán,12
2015-05-01,2015,5,CASANARE,Paz de Ariporo,73
2015-05-01,2015,5,CASANARE,Yopal,15930
2015-05-01,2015,5,CAUCA,Guapi,827
2015-05-01,2015,5,CAUCA,Popayán,4873
2015-05-01,2015,5,CESAR,Valledupar,15006
2015-05-01,2015,5,CHOCO,Acandí,341
2015-05-01,2015,5,CHOCO,Bahía Solano,29
2015-05-01,2015,5,CHOCO,Quibdó,13044
2015-05-01,2015,5,CORDOBA,Montelíbano,10
2015-05-01,2015,5,CORDOBA,Montería,33409
2015-05-01,2015,5,GUAINIA,Barranco Minas,0
2015-05-01,2015,5,GUAINIA,Inírida,1166
2015-05-01,2015,5,GUAVIARE,Miraflores,342
2015-05-01,2015,5,GUAVIARE,San José del Guaviare,920
2015-05-01,2015,5,HUILA,Neiva,13170
2015-05-01,2015,5,LA GUAJIRA,Maicao,2746
2015-05-01,2015,5,LA GUAJIRA,Riohacha,4974
2015-05-01,2015,5,LA GUAJIRA,Uribia,994
2015-05-01,2015,5,MAGDALENA,Santa Marta,55126
2015-05-01,2015,5,META,La Macarena,0
2015-05-01,2015,5,META,Villavicencio,5677
2015-05-01,2015,5,NARINO,Pasto,11961
2015-05-01,2015,5,NARINO,San Andres de Tumaco,4386
2015-05-01,2015,5,NORTE DE SANTANDER,Cúcuta,49041
2015-05-01,2015,5,PUTUMAYO,Puerto Asís,2193
2015-05-01,2015,5,PUTUMAYO,Puerto Leguízamo,588
2015-05-01,2015,5,PUTUMAYO,Villagarzón,364
2015-05-01,2015,5,QUINDIO,Armenia,19553
2015-05-01,2015,5,RISARALDA,Pereira,56491
2015-05-01,2015,5,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1045
2015-05-01,2015,5,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,57641
2015-05-01,2015,5,SANTANDER,Barrancabermeja,7430
2015-05-01,2015,5,SANTANDER,Bucaramanga,74177
2015-05-01,2015,5,SIN ESPECIFICAR,Sin Especificar,0
2015-05-01,2015,5,SUCRE,Corozal,2076
2015-05-01,2015,5,SUCRE,Santiago de Tolú,452
2015-05-01,2015,5,TOLIMA,Ibagué,6598
2015-05-01,2015,5,VALLE DEL CAUCA,Buenaventura,537
2015-05-01,2015,5,VALLE DEL CAUCA,Cali,160126
2015-05-01,2015,5,VAUPES,Caruru,0
2015-05-01,2015,5,VAUPES,Mitú,973
2015-05-01,2015,5,VAUPES,Taraira,47
2015-05-01,2015,5,VICHADA,Cumaribo,32
2015-05-01,2015,5,VICHADA,Puerto Carreño,1327
2015-06-01,2015,6,AMAZONAS,LA CHORRERA,51
2015-06-01,2015,6,AMAZONAS,La Pedrera,92
2015-06-01,2015,6,AMAZONAS,Leticia,8276
2015-06-01,2015,6,AMAZONAS,Tarapacá,75
2015-06-01,2015,6,ANTIOQUIA,Carepa,9155
2015-06-01,2015,6,ANTIOQUIA,Caucasia,1559
2015-06-01,2015,6,ANTIOQUIA,El Bagre,485
2015-06-01,2015,6,ANTIOQUIA,Medellín,43986
2015-06-01,2015,6,ANTIOQUIA,Rionegro,220660
2015-06-01,2015,6,ARAUCA,Arauca,6584
2015-06-01,2015,6,ARAUCA,Tame,51
2015-06-01,2015,6,ATLANTICO,Barranquilla,111739
2015-06-01,2015,6,BOGOTA D.C.,"Bogotá, D.C.",693119
2015-06-01,2015,6,BOLIVAR,Cartagena,147513
2015-06-01,2015,6,CALDAS,Manizales,8371
2015-06-01,2015,6,CAQUETA,Florencia,3531
2015-06-01,2015,6,CAQUETA,San Vicente del Caguán,15
2015-06-01,2015,6,CASANARE,Paz de Ariporo,37
2015-06-01,2015,6,CASANARE,Yopal,16831
2015-06-01,2015,6,CAUCA,Guapi,861
2015-06-01,2015,6,CAUCA,Popayán,5099
2015-06-01,2015,6,CESAR,San Martín,0
2015-06-01,2015,6,CESAR,Valledupar,15757
2015-06-01,2015,6,CHOCO,Acandí,500
2015-06-01,2015,6,CHOCO,Bahía Solano,540
2015-06-01,2015,6,CHOCO,Quibdó,14308
2015-06-01,2015,6,CORDOBA,Montelíbano,160
2015-06-01,2015,6,CORDOBA,Montería,38082
2015-06-01,2015,6,GUAINIA,Barranco Minas,0
2015-06-01,2015,6,GUAINIA,Inírida,1175
2015-06-01,2015,6,GUAVIARE,Miraflores,349
2015-06-01,2015,6,GUAVIARE,San José del Guaviare,975
2015-06-01,2015,6,HUILA,Neiva,12899
2015-06-01,2015,6,LA GUAJIRA,Maicao,2563
2015-06-01,2015,6,LA GUAJIRA,Riohacha,5520
2015-06-01,2015,6,LA GUAJIRA,Uribia,1090
2015-06-01,2015,6,MAGDALENA,Santa Marta,59987
2015-06-01,2015,6,META,La Macarena,16
2015-06-01,2015,6,META,Villavicencio,5480
2015-06-01,2015,6,NARINO,Pasto,12307
2015-06-01,2015,6,NARINO,San Andres de Tumaco,4625
2015-06-01,2015,6,NORTE DE SANTANDER,Cúcuta,51744
2015-06-01,2015,6,PUTUMAYO,Puerto Asís,1585
2015-06-01,2015,6,PUTUMAYO,Puerto Leguízamo,628
2015-06-01,2015,6,PUTUMAYO,Villagarzón,763
2015-06-01,2015,6,QUINDIO,Armenia,20180
2015-06-01,2015,6,RISARALDA,Pereira,56757
2015-06-01,2015,6,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1500
2015-06-01,2015,6,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,71910
2015-06-01,2015,6,SANTANDER,Barrancabermeja,7441
2015-06-01,2015,6,SANTANDER,Bucaramanga,75355
2015-06-01,2015,6,SIN ESPECIFICAR,Sin Especificar,0
2015-06-01,2015,6,SUCRE,Corozal,2368
2015-06-01,2015,6,SUCRE,Santiago de Tolú,692
2015-06-01,2015,6,TOLIMA,Ibagué,6500
2015-06-01,2015,6,VALLE DEL CAUCA,Buenaventura,583
2015-06-01,2015,6,VALLE DEL CAUCA,Cali,170418
2015-06-01,2015,6,VAUPES,Caruru,151
2015-06-01,2015,6,VAUPES,Mitú,1462
2015-06-01,2015,6,VAUPES,Pacoa,40
2015-06-01,2015,6,VAUPES,Taraira,64
2015-06-01,2015,6,VICHADA,Cumaribo,0
2015-06-01,2015,6,VICHADA,Puerto Carreño,1382
2015-07-01,2015,7,AMAZONAS,LA CHORRERA,59
2015-07-01,2015,7,AMAZONAS,La Pedrera,73
2015-07-01,2015,7,AMAZONAS,Leticia,9149
2015-07-01,2015,7,AMAZONAS,Tarapacá,28
2015-07-01,2015,7,ANTIOQUIA,Carepa,9051
2015-07-01,2015,7,ANTIOQUIA,Caucasia,1764
2015-07-01,2015,7,ANTIOQUIA,El Bagre,556
2015-07-01,2015,7,ANTIOQUIA,Medellín,45482
2015-07-01,2015,7,ANTIOQUIA,Rionegro,230517
2015-07-01,2015,7,ARAUCA,Arauca,7293
2015-07-01,2015,7,ARAUCA,Tame,81
2015-07-01,2015,7,ATLANTICO,Barranquilla,112460
2015-07-01,2015,7,BOGOTA D.C.,"Bogotá, D.C.",756099
2015-07-01,2015,7,BOLIVAR,Cartagena,151112
2015-07-01,2015,7,CALDAS,Manizales,9349
2015-07-01,2015,7,CAQUETA,Florencia,3599
2015-07-01,2015,7,CAQUETA,San Vicente del Caguán,8
2015-07-01,2015,7,CASANARE,Paz de Ariporo,75
2015-07-01,2015,7,CASANARE,Yopal,20337
2015-07-01,2015,7,CAUCA,Guapi,1199
2015-07-01,2015,7,CAUCA,Popayán,5600
2015-07-01,2015,7,CESAR,San Martín,0
2015-07-01,2015,7,CESAR,Valledupar,17353
2015-07-01,2015,7,CHOCO,Acandí,485
2015-07-01,2015,7,CHOCO,Bahía Solano,684
2015-07-01,2015,7,CHOCO,Quibdó,14986
2015-07-01,2015,7,CORDOBA,Montelíbano,151
2015-07-01,2015,7,CORDOBA,Montería,38115
2015-07-01,2015,7,GUAINIA,Barranco Minas,0
2015-07-01,2015,7,GUAINIA,Inírida,1109
2015-07-01,2015,7,GUAVIARE,Miraflores,424
2015-07-01,2015,7,GUAVIARE,San José del Guaviare,1113
2015-07-01,2015,7,HUILA,Neiva,12811
2015-07-01,2015,7,HUILA,Pitalito,373
2015-07-01,2015,7,LA GUAJIRA,Maicao,2445
2015-07-01,2015,7,LA GUAJIRA,Riohacha,5609
2015-07-01,2015,7,LA GUAJIRA,Uribia,728
2015-07-01,2015,7,MAGDALENA,Santa Marta,66442
2015-07-01,2015,7,META,La Macarena,438
2015-07-01,2015,7,META,Villavicencio,5805
2015-07-01,2015,7,NARINO,Pasto,13714
2015-07-01,2015,7,NARINO,San Andres de Tumaco,4880
2015-07-01,2015,7,NORTE DE SANTANDER,Cúcuta,53599
2015-07-01,2015,7,PUTUMAYO,Puerto Asís,1678
2015-07-01,2015,7,PUTUMAYO,Puerto Leguízamo,630
2015-07-01,2015,7,PUTUMAYO,Villagarzón,891
2015-07-01,2015,7,QUINDIO,Armenia,20108
2015-07-01,2015,7,RISARALDA,Pereira,59578
2015-07-01,2015,7,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1490
2015-07-01,2015,7,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,71510
2015-07-01,2015,7,SANTANDER,Barrancabermeja,7751
2015-07-01,2015,7,SANTANDER,Bucaramanga,81018
2015-07-01,2015,7,SIN ESPECIFICAR,Sin Especificar,0
2015-07-01,2015,7,SUCRE,Corozal,2496
2015-07-01,2015,7,SUCRE,Santiago de Tolú,617
2015-07-01,2015,7,TOLIMA,Ibagué,6823
2015-07-01,2015,7,VALLE DEL CAUCA,Buenaventura,625
2015-07-01,2015,7,VALLE DEL CAUCA,Cali,179635
2015-07-01,2015,7,VAUPES,Caruru,2
2015-07-01,2015,7,VAUPES,Mitú,652
2015-07-01,2015,7,VAUPES,Pacoa,19
2015-07-01,2015,7,VAUPES,Taraira,73
2015-07-01,2015,7,VICHADA,Cumaribo,96
2015-07-01,2015,7,VICHADA,Puerto Carreño,1419
2015-07-01,2015,7,VICHADA,Santa Rosalía,93
2015-08-01,2015,8,AMAZONAS,LA CHORRERA,62
2015-08-01,2015,8,AMAZONAS,La Pedrera,117
2015-08-01,2015,8,AMAZONAS,Leticia,9480
2015-08-01,2015,8,AMAZONAS,Tarapacá,81
2015-08-01,2015,8,ANTIOQUIA,Carepa,8893
2015-08-01,2015,8,ANTIOQUIA,Caucasia,1868
2015-08-01,2015,8,ANTIOQUIA,El Bagre,585
2015-08-01,2015,8,ANTIOQUIA,Medellín,44043
2015-08-01,2015,8,ANTIOQUIA,Rionegro,225672
2015-08-01,2015,8,ARAUCA,Arauca,6753
2015-08-01,2015,8,ARAUCA,Tame,55
2015-08-01,2015,8,ATLANTICO,Barranquilla,100593
2015-08-01,2015,8,BOGOTA D.C.,"Bogotá, D.C.",721066
2015-08-01,2015,8,BOLIVAR,Cartagena,147979
2015-08-01,2015,8,CALDAS,Manizales,8893
2015-08-01,2015,8,CAQUETA,Florencia,3587
2015-08-01,2015,8,CASANARE,Paz de Ariporo,101
2015-08-01,2015,8,CASANARE,Yopal,18932
2015-08-01,2015,8,CAUCA,Guapi,1062
2015-08-01,2015,8,CAUCA,Popayán,5336
2015-08-01,2015,8,CESAR,Valledupar,16340
2015-08-01,2015,8,CHOCO,Acandí,489
2015-08-01,2015,8,CHOCO,Bahía Solano,458
2015-08-01,2015,8,CHOCO,Quibdó,13864
2015-08-01,2015,8,CORDOBA,Montelíbano,33
2015-08-01,2015,8,CORDOBA,Montería,37485
2015-08-01,2015,8,GUAINIA,Barranco Minas,36
2015-08-01,2015,8,GUAINIA,Inírida,1367
2015-08-01,2015,8,GUAVIARE,Miraflores,316
2015-08-01,2015,8,GUAVIARE,San José del Guaviare,977
2015-08-01,2015,8,HUILA,Neiva,13607
2015-08-01,2015,8,HUILA,Pitalito,372
2015-08-01,2015,8,LA GUAJIRA,Maicao,3266
2015-08-01,2015,8,LA GUAJIRA,Riohacha,5700
2015-08-01,2015,8,LA GUAJIRA,Uribia,1079
2015-08-01,2015,8,MAGDALENA,Santa Marta,68329
2015-08-01,2015,8,META,La Macarena,451
2015-08-01,2015,8,META,Villavicencio,5383
2015-08-01,2015,8,NARINO,Pasto,13625
2015-08-01,2015,8,NARINO,San Andres de Tumaco,4527
2015-08-01,2015,8,NORTE DE SANTANDER,Cúcuta,49794
2015-08-01,2015,8,PUTUMAYO,Puerto Asís,1670
2015-08-01,2015,8,PUTUMAYO,Puerto Leguízamo,566
2015-08-01,2015,8,PUTUMAYO,Villagarzón,896
2015-08-01,2015,8,QUINDIO,Armenia,19445
2015-08-01,2015,8,RISARALDA,Pereira,56648
2015-08-01,2015,8,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1268
2015-08-01,2015,8,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,67943
2015-08-01,2015,8,SANTANDER,Barrancabermeja,7337
2015-08-01,2015,8,SANTANDER,Bucaramanga,77631
2015-08-01,2015,8,SIN ESPECIFICAR,Sin Especificar,29
2015-08-01,2015,8,SUCRE,Corozal,2323
2015-08-01,2015,8,SUCRE,Santiago de Tolú,570
2015-08-01,2015,8,TOLIMA,Ibagué,6765
2015-08-01,2015,8,VALLE DEL CAUCA,Buenaventura,636
2015-08-01,2015,8,VALLE DEL CAUCA,Cali,174895
2015-08-01,2015,8,VAUPES,Caruru,54
2015-08-01,2015,8,VAUPES,Mitú,911
2015-08-01,2015,8,VAUPES,Pacoa,1
2015-08-01,2015,8,VAUPES,Taraira,58
2015-08-01,2015,8,VICHADA,Cumaribo,31
2015-08-01,2015,8,VICHADA,La Primavera,0
2015-08-01,2015,8,VICHADA,Puerto Carreño,1436
2015-09-01,2015,9,AMAZONAS,LA CHORRERA,49
2015-09-01,2015,9,AMAZONAS,La Pedrera,61
2015-09-01,2015,9,AMAZONAS,Leticia,8712
2015-09-01,2015,9,AMAZONAS,Tarapacá,37
2015-09-01,2015,9,ANTIOQUIA,Carepa,9051
2015-09-01,2015,9,ANTIOQUIA,Caucasia,1853
2015-09-01,2015,9,ANTIOQUIA,El Bagre,554
2015-09-01,2015,9,ANTIOQUIA,Medellín,43257
2015-09-01,2015,9,ANTIOQUIA,Rionegro,214306
2015-09-01,2015,9,ARAUCA,Arauca,7070
2015-09-01,2015,9,ARAUCA,Tame,60
2015-09-01,2015,9,ATLANTICO,Barranquilla,94414
2015-09-01,2015,9,BOGOTA D.C.,"Bogotá, D.C.",680501
2015-09-01,2015,9,BOLIVAR,Cartagena,133842
2015-09-01,2015,9,CALDAS,Manizales,7653
2015-09-01,2015,9,CAQUETA,Florencia,3773
2015-09-01,2015,9,CAQUETA,San Vicente del Caguán,0
2015-09-01,2015,9,CASANARE,Paz de Ariporo,88
2015-09-01,2015,9,CASANARE,Yopal,20619
2015-09-01,2015,9,CAUCA,Guapi,1027
2015-09-01,2015,9,CAUCA,Popayán,5466
2015-09-01,2015,9,CESAR,Valledupar,15802
2015-09-01,2015,9,CHOCO,Acandí,495
2015-09-01,2015,9,CHOCO,Bahía Solano,612
2015-09-01,2015,9,CHOCO,Nuquí,80
2015-09-01,2015,9,CHOCO,Quibdó,14829
2015-09-01,2015,9,CORDOBA,Montelíbano,11
2015-09-01,2015,9,CORDOBA,Montería,34677
2015-09-01,2015,9,GUAINIA,Barranco Minas,118
2015-09-01,2015,9,GUAINIA,Inírida,1427
2015-09-01,2015,9,GUAVIARE,Miraflores,420
2015-09-01,2015,9,GUAVIARE,San José del Guaviare,907
2015-09-01,2015,9,HUILA,Neiva,13934
2015-09-01,2015,9,HUILA,Pitalito,395
2015-09-01,2015,9,LA GUAJIRA,Maicao,3128
2015-09-01,2015,9,LA GUAJIRA,Riohacha,5462
2015-09-01,2015,9,LA GUAJIRA,Uribia,1249
2015-09-01,2015,9,MAGDALENA,Santa Marta,60410
2015-09-01,2015,9,META,La Macarena,391
2015-09-01,2015,9,META,Uribe,0
2015-09-01,2015,9,META,Villavicencio,5785
2015-09-01,2015,9,NARINO,Pasto,12671
2015-09-01,2015,9,NARINO,San Andres de Tumaco,4487
2015-09-01,2015,9,NORTE DE SANTANDER,Cúcuta,40830
2015-09-01,2015,9,PUTUMAYO,Puerto Asís,1859
2015-09-01,2015,9,PUTUMAYO,Puerto Leguízamo,477
2015-09-01,2015,9,PUTUMAYO,Villagarzón,973
2015-09-01,2015,9,QUINDIO,Armenia,17759
2015-09-01,2015,9,RISARALDA,Pereira,56000
2015-09-01,2015,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1213
2015-09-01,2015,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,63146
2015-09-01,2015,9,SANTANDER,Barrancabermeja,7058
2015-09-01,2015,9,SANTANDER,Bucaramanga,72696
2015-09-01,2015,9,SIN ESPECIFICAR,Sin Especificar,37
2015-09-01,2015,9,SUCRE,Corozal,2211
2015-09-01,2015,9,SUCRE,Santiago de Tolú,444
2015-09-01,2015,9,TOLIMA,Ibagué,6378
2015-09-01,2015,9,VALLE DEL CAUCA,Buenaventura,624
2015-09-01,2015,9,VALLE DEL CAUCA,Cali,160293
2015-09-01,2015,9,VAUPES,Caruru,13
2015-09-01,2015,9,VAUPES,Mitú,1009
2015-09-01,2015,9,VAUPES,Pacoa,3
2015-09-01,2015,9,VAUPES,Taraira,54
2015-09-01,2015,9,VICHADA,Cumaribo,56
2015-09-01,2015,9,VICHADA,La Primavera,0
2015-09-01,2015,9,VICHADA,Puerto Carreño,1570
2015-10-01,2015,10,AMAZONAS,LA CHORRERA,34
2015-10-01,2015,10,AMAZONAS,La Pedrera,127
2015-10-01,2015,10,AMAZONAS,Leticia,9071
2015-10-01,2015,10,AMAZONAS,Tarapacá,23
2015-10-01,2015,10,ANTIOQUIA,Carepa,9643
2015-10-01,2015,10,ANTIOQUIA,Caucasia,1881
2015-10-01,2015,10,ANTIOQUIA,El Bagre,587
2015-10-01,2015,10,ANTIOQUIA,Medellín,46842
2015-10-01,2015,10,ANTIOQUIA,Rionegro,226933
2015-10-01,2015,10,ARAUCA,Arauca,6618
2015-10-01,2015,10,ARAUCA,Tame,106
2015-10-01,2015,10,ATLANTICO,Barranquilla,107607
2015-10-01,2015,10,BOGOTA D.C.,"Bogotá, D.C.",715305
2015-10-01,2015,10,BOLIVAR,Cartagena,144261
2015-10-01,2015,10,CALDAS,Manizales,7615
2015-10-01,2015,10,CAQUETA,Florencia,3517
2015-10-01,2015,10,CASANARE,Paz de Ariporo,51
2015-10-01,2015,10,CASANARE,Yopal,19586
2015-10-01,2015,10,CAUCA,Guapi,1116
2015-10-01,2015,10,CAUCA,Popayán,5426
2015-10-01,2015,10,CESAR,San Martín,19
2015-10-01,2015,10,CESAR,Valledupar,16639
2015-10-01,2015,10,CHOCO,Acandí,547
2015-10-01,2015,10,CHOCO,Bahía Solano,730
2015-10-01,2015,10,CHOCO,Nuquí,229
2015-10-01,2015,10,CHOCO,Quibdó,15266
2015-10-01,2015,10,CORDOBA,Montería,39592
2015-10-01,2015,10,GUAINIA,Barranco Minas,105
2015-10-01,2015,10,GUAINIA,Inírida,1511
2015-10-01,2015,10,GUAVIARE,Miraflores,308
2015-10-01,2015,10,GUAVIARE,San José del Guaviare,894
2015-10-01,2015,10,HUILA,Neiva,14395
2015-10-01,2015,10,HUILA,Pitalito,420
2015-10-01,2015,10,LA GUAJIRA,Maicao,3119
2015-10-01,2015,10,LA GUAJIRA,Riohacha,5745
2015-10-01,2015,10,LA GUAJIRA,Uribia,1037
2015-10-01,2015,10,MAGDALENA,Santa Marta,61444
2015-10-01,2015,10,META,La Macarena,467
2015-10-01,2015,10,META,Villavicencio,5313
2015-10-01,2015,10,NARINO,Pasto,13449
2015-10-01,2015,10,NARINO,San Andres de Tumaco,4830
2015-10-01,2015,10,NORTE DE SANTANDER,Cúcuta,42497
2015-10-01,2015,10,PUTUMAYO,Puerto Asís,1932
2015-10-01,2015,10,PUTUMAYO,Puerto Leguízamo,372
2015-10-01,2015,10,PUTUMAYO,Villagarzón,955
2015-10-01,2015,10,QUINDIO,Armenia,17861
2015-10-01,2015,10,RISARALDA,Pereira,59741
2015-10-01,2015,10,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",Providencia,1277
2015-10-01,2015,10,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",San Andrés,67511
2015-10-01,2015,10,SANTANDER,Barrancabermeja,7495
2015-10-01,2015,10,SANTANDER,Bucaramanga,75434
2015-10-01,2015,10,SIN ESPECIFICAR,Sin Especificar,25
2015-10-01,2015,10,SUCRE,Corozal,2374
2015-10-01,2015,10,SUCRE,Santiago de Tolú,674
2015-10-01,2015,10,TOLIMA,Ibagué,6717
2015-10-01,2015,10,VALLE DEL CAUCA,Buenaventura,615
2015-10-01,2015,10,VALLE DEL CAUCA,Cali,171515
2015-10-01,2015,10,VAUPES,Caruru,19
2015-10-01,2015,10,VAUPES,Mitú,947
2015-10-01,2015,10,VAUPES,Pacoa,5
2015-10-01,2015,10,VAUPES,Taraira,153
2015-10-01,2015,10,VICHADA,Cumaribo,0
2015-10-01,2015,10,VICHADA,La Primavera,0
2015-10-01,2015,10,VICHADA,Puerto Carreño,1448
2015-11-01,2015,11,AMAZONAS,LA CHORRERA,47
2015-11-01,2015,11,AMAZONAS,La Pedrera,80
2015-11-01,2015,11,AMAZONAS,Leticia,9147
2015-11-01,2015,11,AMAZONAS,Tarapacá,39
2015-11-01,2015,11,ANTIOQUIA,Carepa,9517
2015-11-01,2015,11,ANTIOQUIA,Caucasia,1780
2015-11-01,2015,11,ANTIOQUIA,El Bagre,525
2015-11-01,2015,11,ANTIOQUIA,Medellín,46175
2015-11-01,2015,11,ANTIOQUIA,Rionegro,236494
2015-11-01,2015,11,ARAUCA,Arauca,6444
2015-11-01,2015,11,ARAUCA,Tame,62
2015-11-01,2015,11,ATLANTICO,Barranquilla,108045
2015-11-01,2015,11,BOGOTA D.C.,"Bogotá, D.C.",698782
2015-11-01,2015,11,BOLIVAR,Cartagena,148929
2015-11-01,2015,11,CALDAS,Manizales,8331
2015-11-01,2015,11,CAQUETA,Florencia,3642
2015-11-01,2015,11,CAQUETA,Morelia,0
2015-11-01,2015,11,CASANARE,Paz de Ariporo,88
2015-11-01,2015,11,CASANARE,Yopal,18119
2015-11-01,2015,11,CAUCA,Guapi,1031
2015-11-01,2015,11,CAUCA,Popayán,5074
2015-11-01,2015,11,CESAR,San Martín,15
2015-11-01,2015,11,CESAR,Valledupar,16050
2015-11-01,2015,11,CHOCO,Acandí,655
2015-11-01,2015,11,CHOCO,Bahía Solano,258
2015-11-01,2015,11,CHOCO,Nuquí,214
2015-11-01,2015,11,CHOCO,Quibdó,16861
2015-11-01,2015,11,CORDOBA,Montería,38695
2015-11-01,2015,11,GUAINIA,Barranco Minas,0
2015-11-01,2015,11,GUAINIA,Inírida,1453
2015-11-01,2015,11,GUAVIARE,Miraflores,294
2015-11-01,2015,11,GUAVIARE,San José del Guaviare,1004
2015-11-01,2015,11,HUILA,Neiva,14039
2015-11-01,2015,11,HUILA,Pitalito,428
2015-11-01,2015,11,LA GUAJIRA,Maicao,3154
2015-11-01,2015,11,LA GUAJIRA,Riohacha,6317
2015-11-01,2015,11,LA GUAJIRA,Uribia,1010
2015-11-01,2015,11,MAGDALENA,Santa Marta,59665
2015-11-01,2015,11,META,La Macarena,187
2015-11-01,2015,11,META,Uribe,0
2015-11-01,2015,11,META,Villavicencio,3901
2015-11-01,2015,11,NARINO,Pasto,13260
