fecha,anio,mes_num,departamento,pasajeros_aereos_internacionales
2013-06-01,2013,6,VALLE DEL CAUCA,31348
2013-07-01,2013,7,AMAZONAS,18
2013-07-01,2013,7,ANTIOQUIA,55147
2013-07-01,2013,7,ATLANTICO,12274
2013-07-01,2013,7,BOGOTA D.C.,298488
2013-07-01,2013,7,BOLIVAR,18648
2013-07-01,2013,7,CALDAS,615
2013-07-01,2013,7,CAQUETA,2
2013-07-01,2013,7,CASANARE,15
2013-07-01,2013,7,CAUCA,66
2013-07-01,2013,7,CESAR,176
2013-07-01,2013,7,CORDOBA,379
2013-07-01,2013,7,HUILA,158
2013-07-01,2013,7,LA GUAJIRA,311
2013-07-01,2013,7,MAGDALENA,684
2013-07-01,2013,7,META,1
2013-07-01,2013,7,NARINO,158
2013-07-01,2013,7,NORTE DE SANTANDER,1578
2013-07-01,2013,7,QUINDIO,2503
2013-07-01,2013,7,RISARALDA,6908
2013-07-01,2013,7,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2294
2013-07-01,2013,7,SANTANDER,3948
2013-07-01,2013,7,TOLIMA,158
2013-07-01,2013,7,VALLE DEL CAUCA,38422
2013-08-01,2013,8,AMAZONAS,13
2013-08-01,2013,8,ANTIOQUIA,45185
2013-08-01,2013,8,ATLANTICO,10169
2013-08-01,2013,8,BOGOTA D.C.,273044
2013-08-01,2013,8,BOLIVAR,15446
2013-08-01,2013,8,CALDAS,461
2013-08-01,2013,8,CAQUETA,7
2013-08-01,2013,8,CASANARE,10
2013-08-01,2013,8,CAUCA,79
2013-08-01,2013,8,CESAR,164
2013-08-01,2013,8,CORDOBA,298
2013-08-01,2013,8,HUILA,184
2013-08-01,2013,8,LA GUAJIRA,187
2013-08-01,2013,8,MAGDALENA,419
2013-08-01,2013,8,NARINO,127
2013-08-01,2013,8,NORTE DE SANTANDER,1425
2013-08-01,2013,8,QUINDIO,2210
2013-08-01,2013,8,RISARALDA,6773
2013-08-01,2013,8,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2278
2013-08-01,2013,8,SANTANDER,3188
2013-08-01,2013,8,TOLIMA,119
2013-08-01,2013,8,VALLE DEL CAUCA,36114
2013-09-01,2013,9,AMAZONAS,7
2013-09-01,2013,9,ANTIOQUIA,37211
2013-09-01,2013,9,ATLANTICO,8053
2013-09-01,2013,9,BOGOTA D.C.,232403
2013-09-01,2013,9,BOLIVAR,15057
2013-09-01,2013,9,CALDAS,390
2013-09-01,2013,9,CAQUETA,14
2013-09-01,2013,9,CASANARE,6
2013-09-01,2013,9,CAUCA,58
2013-09-01,2013,9,CESAR,148
2013-09-01,2013,9,CORDOBA,239
2013-09-01,2013,9,HUILA,137
2013-09-01,2013,9,LA GUAJIRA,152
2013-09-01,2013,9,MAGDALENA,463
2013-09-01,2013,9,META,1
2013-09-01,2013,9,NARINO,95
2013-09-01,2013,9,NORTE DE SANTANDER,1400
2013-09-01,2013,9,QUINDIO,1881
2013-09-01,2013,9,RISARALDA,5615
2013-09-01,2013,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2060
2013-09-01,2013,9,SANTANDER,3104
