fecha,anio,mes_num,departamento,pasajeros_aereos_nacionales,n_municipios_nac
2015-04-01,2015,4,VICHADA,1804,2
2015-05-01,2015,5,AMAZONAS,7450,4
2015-05-01,2015,5,ANTIOQUIA,257450,5
2015-05-01,2015,5,ARAUCA,6403,2
2015-05-01,2015,5,ATLANTICO,101164,1
2015-05-01,2015,5,BOGOTA D.C.,686845,1
2015-05-01,2015,5,BOLIVAR,125141,1
2015-05-01,2015,5,CALDAS,7351,1
2015-05-01,2015,5,CAQUETA,3734,2
2015-05-01,2015,5,CASANARE,16003,2
2015-05-01,2015,5,CAUCA,5700,2
2015-05-01,2015,5,CESAR,15006,1
2015-05-01,2015,5,CHOCO,13414,3
2015-05-01,2015,5,CORDOBA,33419,2
2015-05-01,2015,5,GUAINIA,1166,2
2015-05-01,2015,5,GUAVIARE,1262,2
2015-05-01,2015,5,HUILA,13170,1
2015-05-01,2015,5,LA GUAJIRA,8714,3
2015-05-01,2015,5,MAGDALENA,55126,1
2015-05-01,2015,5,META,5677,2
2015-05-01,2015,5,NARINO,16347,2
2015-05-01,2015,5,NORTE DE SANTANDER,49041,1
2015-05-01,2015,5,PUTUMAYO,3145,3
2015-05-01,2015,5,QUINDIO,19553,1
2015-05-01,2015,5,RISARALDA,56491,1
2015-05-01,2015,5,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",58686,2
2015-05-01,2015,5,SANTANDER,81607,2
2015-05-01,2015,5,SIN ESPECIFICAR,0,1
2015-05-01,2015,5,SUCRE,2528,2
2015-05-01,2015,5,TOLIMA,6598,1
2015-05-01,2015,5,VALLE DEL CAUCA,160663,2
2015-05-01,2015,5,VAUPES,1020,3
2015-05-01,2015,5,VICHADA,1359,2
2015-06-01,2015,6,AMAZONAS,8494,4
2015-06-01,2015,6,ANTIOQUIA,275845,5
2015-06-01,2015,6,ARAUCA,6635,2
2015-06-01,2015,6,ATLANTICO,111739,1
2015-06-01,2015,6,BOGOTA D.C.,693119,1
2015-06-01,2015,6,BOLIVAR,147513,1
2015-06-01,2015,6,CALDAS,8371,1
2015-06-01,2015,6,CAQUETA,3546,2
2015-06-01,2015,6,CASANARE,16868,2
2015-06-01,2015,6,CAUCA,5960,2
2015-06-01,2015,6,CESAR,15757,2
2015-06-01,2015,6,CHOCO,15348,3
2015-06-01,2015,6,CORDOBA,38242,2
2015-06-01,2015,6,GUAINIA,1175,2
2015-06-01,2015,6,GUAVIARE,1324,2
2015-06-01,2015,6,HUILA,12899,1
2015-06-01,2015,6,LA GUAJIRA,9173,3
2015-06-01,2015,6,MAGDALENA,59987,1
2015-06-01,2015,6,META,5496,2
2015-06-01,2015,6,NARINO,16932,2
2015-06-01,2015,6,NORTE DE SANTANDER,51744,1
2015-06-01,2015,6,PUTUMAYO,2976,3
2015-06-01,2015,6,QUINDIO,20180,1
2015-06-01,2015,6,RISARALDA,56757,1
2015-06-01,2015,6,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",73410,2
2015-06-01,2015,6,SANTANDER,82796,2
2015-06-01,2015,6,SIN ESPECIFICAR,0,1
2015-06-01,2015,6,SUCRE,3060,2
2015-06-01,2015,6,TOLIMA,6500,1
2015-06-01,2015,6,VALLE DEL CAUCA,171001,2
2015-06-01,2015,6,VAUPES,1717,4
2015-06-01,2015,6,VICHADA,1382,2
2015-07-01,2015,7,AMAZONAS,9309,4
2015-07-01,2015,7,ANTIOQUIA,287370,5
2015-07-01,2015,7,ARAUCA,7374,2
2015-07-01,2015,7,ATLANTICO,112460,1
2015-07-01,2015,7,BOGOTA D.C.,756099,1
2015-07-01,2015,7,BOLIVAR,151112,1
2015-07-01,2015,7,CALDAS,9349,1
2015-07-01,2015,7,CAQUETA,3607,2
2015-07-01,2015,7,CASANARE,20412,2
2015-07-01,2015,7,CAUCA,6799,2
2015-07-01,2015,7,CESAR,17353,2
2015-07-01,2015,7,CHOCO,16155,3
2015-07-01,2015,7,CORDOBA,38266,2
2015-07-01,2015,7,GUAINIA,1109,2
2015-07-01,2015,7,GUAVIARE,1537,2
2015-07-01,2015,7,HUILA,13184,2
2015-07-01,2015,7,LA GUAJIRA,8782,3
2015-07-01,2015,7,MAGDALENA,66442,1
2015-07-01,2015,7,META,6243,2
2015-07-01,2015,7,NARINO,18594,2
2015-07-01,2015,7,NORTE DE SANTANDER,53599,1
2015-07-01,2015,7,PUTUMAYO,3199,3
2015-07-01,2015,7,QUINDIO,20108,1
2015-07-01,2015,7,RISARALDA,59578,1
2015-07-01,2015,7,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",73000,2
2015-07-01,2015,7,SANTANDER,88769,2
2015-07-01,2015,7,SIN ESPECIFICAR,0,1
2015-07-01,2015,7,SUCRE,3113,2
2015-07-01,2015,7,TOLIMA,6823,1
2015-07-01,2015,7,VALLE DEL CAUCA,180260,2
2015-07-01,2015,7,VAUPES,746,4
2015-07-01,2015,7,VICHADA,1608,3
2015-08-01,2015,8,AMAZONAS,9740,4
2015-08-01,2015,8,ANTIOQUIA,281061,5
2015-08-01,2015,8,ARAUCA,6808,2
2015-08-01,2015,8,ATLANTICO,100593,1
2015-08-01,2015,8,BOGOTA D.C.,721066,1
2015-08-01,2015,8,BOLIVAR,147979,1
2015-08-01,2015,8,CALDAS,8893,1
2015-08-01,2015,8,CAQUETA,3587,1
2015-08-01,2015,8,CASANARE,19033,2
2015-08-01,2015,8,CAUCA,6398,2
2015-08-01,2015,8,CESAR,16340,1
2015-08-01,2015,8,CHOCO,14811,3
2015-08-01,2015,8,CORDOBA,37518,2
2015-08-01,2015,8,GUAINIA,1403,2
2015-08-01,2015,8,GUAVIARE,1293,2
2015-08-01,2015,8,HUILA,13979,2
2015-08-01,2015,8,LA GUAJIRA,10045,3
2015-08-01,2015,8,MAGDALENA,68329,1
2015-08-01,2015,8,META,5834,2
2015-08-01,2015,8,NARINO,18152,2
2015-08-01,2015,8,NORTE DE SANTANDER,49794,1
2015-08-01,2015,8,PUTUMAYO,3132,3
2015-08-01,2015,8,QUINDIO,19445,1
2015-08-01,2015,8,RISARALDA,56648,1
2015-08-01,2015,8,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",69211,2
2015-08-01,2015,8,SANTANDER,84968,2
2015-08-01,2015,8,SIN ESPECIFICAR,29,1
2015-08-01,2015,8,SUCRE,2893,2
2015-08-01,2015,8,TOLIMA,6765,1
2015-08-01,2015,8,VALLE DEL CAUCA,175531,2
2015-08-01,2015,8,VAUPES,1024,4
2015-08-01,2015,8,VICHADA,1467,3
2015-09-01,2015,9,AMAZONAS,8859,4
2015-09-01,2015,9,ANTIOQUIA,269021,5
2015-09-01,2015,9,ARAUCA,7130,2
2015-09-01,2015,9,ATLANTICO,94414,1
2015-09-01,2015,9,BOGOTA D.C.,680501,1
2015-09-01,2015,9,BOLIVAR,133842,1
2015-09-01,2015,9,CALDAS,7653,1
2015-09-01,2015,9,CAQUETA,3773,2
2015-09-01,2015,9,CASANARE,20707,2
2015-09-01,2015,9,CAUCA,6493,2
2015-09-01,2015,9,CESAR,15802,1
2015-09-01,2015,9,CHOCO,16016,4
2015-09-01,2015,9,CORDOBA,34688,2
2015-09-01,2015,9,GUAINIA,1545,2
2015-09-01,2015,9,GUAVIARE,1327,2
2015-09-01,2015,9,HUILA,14329,2
2015-09-01,2015,9,LA GUAJIRA,9839,3
2015-09-01,2015,9,MAGDALENA,60410,1
2015-09-01,2015,9,META,6176,3
2015-09-01,2015,9,NARINO,17158,2
2015-09-01,2015,9,NORTE DE SANTANDER,40830,1
2015-09-01,2015,9,PUTUMAYO,3309,3
2015-09-01,2015,9,QUINDIO,17759,1
2015-09-01,2015,9,RISARALDA,56000,1
2015-09-01,2015,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",64359,2
2015-09-01,2015,9,SANTANDER,79754,2
2015-09-01,2015,9,SIN ESPECIFICAR,37,1
2015-09-01,2015,9,SUCRE,2655,2
2015-09-01,2015,9,TOLIMA,6378,1
2015-09-01,2015,9,VALLE DEL CAUCA,160917,2
2015-09-01,2015,9,VAUPES,1079,4
2015-09-01,2015,9,VICHADA,1626,3
2015-10-01,2015,10,AMAZONAS,9255,4
2015-10-01,2015,10,ANTIOQUIA,285886,5
2015-10-01,2015,10,ARAUCA,6724,2
2015-10-01,2015,10,ATLANTICO,107607,1
2015-10-01,2015,10,BOGOTA D.C.,715305,1
2015-10-01,2015,10,BOLIVAR,144261,1
2015-10-01,2015,10,CALDAS,7615,1
2015-10-01,2015,10,CAQUETA,3517,1
2015-10-01,2015,10,CASANARE,19637,2
2015-10-01,2015,10,CAUCA,6542,2
2015-10-01,2015,10,CESAR,16658,2
2015-10-01,2015,10,CHOCO,16772,4
2015-10-01,2015,10,CORDOBA,39592,1
2015-10-01,2015,10,GUAINIA,1616,2
2015-10-01,2015,10,GUAVIARE,1202,2
2015-10-01,2015,10,HUILA,14815,2
2015-10-01,2015,10,LA GUAJIRA,9901,3
2015-10-01,2015,10,MAGDALENA,61444,1
2015-10-01,2015,10,META,5780,2
2015-10-01,2015,10,NARINO,18279,2
2015-10-01,2015,10,NORTE DE SANTANDER,42497,1
2015-10-01,2015,10,PUTUMAYO,3259,3
2015-10-01,2015,10,QUINDIO,17861,1
2015-10-01,2015,10,RISARALDA,59741,1
2015-10-01,2015,10,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",68788,2
2015-10-01,2015,10,SANTANDER,82929,2
2015-10-01,2015,10,SIN ESPECIFICAR,25,1
2015-10-01,2015,10,SUCRE,3048,2
2015-10-01,2015,10,TOLIMA,6717,1
2015-10-01,2015,10,VALLE DEL CAUCA,172130,2
2015-10-01,2015,10,VAUPES,1124,4
2015-10-01,2015,10,VICHADA,1448,3
2015-11-01,2015,11,AMAZONAS,9313,4
2015-11-01,2015,11,ANTIOQUIA,294491,5
2015-11-01,2015,11,ARAUCA,6506,2
2015-11-01,2015,11,ATLANTICO,108045,1
2015-11-01,2015,11,BOGOTA D.C.,698782,1
2015-11-01,2015,11,BOLIVAR,148929,1
2015-11-01,2015,11,CALDAS,8331,1
2015-11-01,2015,11,CAQUETA,3642,2
2015-11-01,2015,11,CASANARE,18207,2
2015-11-01,2015,11,CAUCA,6105,2
2015-11-01,2015,11,CESAR,16065,2
2015-11-01,2015,11,CHOCO,17988,4
2015-11-01,2015,11,CORDOBA,38695,1
2015-11-01,2015,11,GUAINIA,1453,2
2015-11-01,2015,11,GUAVIARE,1298,2
2015-11-01,2015,11,HUILA,14467,2
2015-11-01,2015,11,LA GUAJIRA,10481,3
2015-11-01,2015,11,MAGDALENA,59665,1
2015-11-01,2015,11,META,4088,3
2015-11-01,2015,11,NARINO,17933,2
2015-11-01,2015,11,NORTE DE SANTANDER,42494,1
2015-11-01,2015,11,PUTUMAYO,3337,3
2015-11-01,2015,11,QUINDIO,17442,1
2015-11-01,2015,11,RISARALDA,53913,1
2015-11-01,2015,11,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",72896,2
2015-11-01,2015,11,SANTANDER,76745,2
2015-11-01,2015,11,SIN ESPECIFICAR,0,1
2015-11-01,2015,11,SUCRE,2828,2
2015-11-01,2015,11,TOLIMA,6027,1
2015-11-01,2015,11,VALLE DEL CAUCA,176947,2
2015-11-01,2015,11,VAUPES,993,3
2015-11-01,2015,11,VICHADA,1516,2
2015-12-01,2015,12,AMAZONAS,10147,4
2015-12-01,2015,12,ANTIOQUIA,311827,5
2015-12-01,2015,12,ARAUCA,6510,2
2015-12-01,2015,12,ATLANTICO,117457,1
2015-12-01,2015,12,BOGOTA D.C.,674013,1
2015-12-01,2015,12,BOLIVAR,175840,1
2015-12-01,2015,12,CALDAS,8112,1
2015-12-01,2015,12,CAQUETA,3570,2
2015-12-01,2015,12,CASANARE,18033,2
2015-12-01,2015,12,CAUCA,6735,2
2015-12-01,2015,12,CESAR,17449,2
2015-12-01,2015,12,CHOCO,21949,3
2015-12-01,2015,12,CORDOBA,46012,1
2015-12-01,2015,12,GUAINIA,1476,2
2015-12-01,2015,12,GUAVIARE,1367,2
2015-12-01,2015,12,HUILA,14216,2
2015-12-01,2015,12,LA GUAJIRA,11023,3
2015-12-01,2015,12,MAGDALENA,67960,1
2015-12-01,2015,12,META,4291,2
2015-12-01,2015,12,NARINO,20126,2
2015-12-01,2015,12,NORTE DE SANTANDER,50250,1
2015-12-01,2015,12,PUTUMAYO,3477,3
2015-12-01,2015,12,QUINDIO,17485,1
2015-12-01,2015,12,RISARALDA,55497,1
2015-12-01,2015,12,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",79707,2
2015-12-01,2015,12,SANTANDER,80281,2
2015-12-01,2015,12,SIN ESPECIFICAR,0,1
2015-12-01,2015,12,SUCRE,4080,2
2015-12-01,2015,12,TOLIMA,5839,1
2015-12-01,2015,12,VALLE DEL CAUCA,191533,2
2015-12-01,2015,12,VAUPES,1401,3
2015-12-01,2015,12,VICHADA,1618,2
2016-01-01,2016,1,AMAZONAS,9817,4
2016-01-01,2016,1,ANTIOQUIA,277347,5
2016-01-01,2016,1,ARAUCA,5126,2
2016-01-01,2016,1,ATLANTICO,101471,1
2016-01-01,2016,1,BOGOTA D.C.,749045,1
2016-01-01,2016,1,BOLIVAR,166815,1
2016-01-01,2016,1,CALDAS,8777,1
2016-01-01,2016,1,CAQUETA,2933,1
2016-01-01,2016,1,CASANARE,15860,2
2016-01-01,2016,1,CAUCA,5196,2
2016-01-01,2016,1,CESAR,13524,1
2016-01-01,2016,1,CHOCO,14706,4
2016-01-01,2016,1,CORDOBA,37110,1
2016-01-01,2016,1,GUAINIA,1496,2
2016-01-01,2016,1,GUAVIARE,1147,2
2016-01-01,2016,1,HUILA,10839,2
2016-01-01,2016,1,LA GUAJIRA,8738,3
2016-01-01,2016,1,MAGDALENA,71418,1
2016-01-01,2016,1,META,3696,2
2016-01-01,2016,1,NARINO,16386,2
2016-01-01,2016,1,NORTE DE SANTANDER,42331,1
2016-01-01,2016,1,PUTUMAYO,3309,3
2016-01-01,2016,1,QUINDIO,15753,1
2016-01-01,2016,1,RISARALDA,50355,1
2016-01-01,2016,1,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",75017,2
2016-01-01,2016,1,SANTANDER,67385,2
2016-01-01,2016,1,SIN ESPECIFICAR,0,1
2016-01-01,2016,1,SUCRE,3000,2
2016-01-01,2016,1,TOLIMA,4996,1
2016-01-01,2016,1,VALLE DEL CAUCA,156547,2
2016-01-01,2016,1,VAUPES,1374,3
2016-01-01,2016,1,VICHADA,1737,1
2016-02-01,2016,2,AMAZONAS,7802,4
2016-02-01,2016,2,ANTIOQUIA,264939,5
2016-02-01,2016,2,ARAUCA,5229,2
2016-02-01,2016,2,ATLANTICO,93199,1
2016-02-01,2016,2,BOGOTA D.C.,637929,1
2016-02-01,2016,2,BOLIVAR,131962,1
2016-02-01,2016,2,CALDAS,9470,1
2016-02-01,2016,2,CAQUETA,3156,1
2016-02-01,2016,2,CASANARE,15975,2
2016-02-01,2016,2,CAUCA,6443,2
2016-02-01,2016,2,CESAR,13544,1
2016-02-01,2016,2,CHOCO,13932,4
2016-02-01,2016,2,CORDOBA,33110,1
2016-02-01,2016,2,GUAINIA,1493,2
2016-02-01,2016,2,GUAVIARE,997,2
2016-02-01,2016,2,HUILA,11802,2
2016-02-01,2016,2,LA GUAJIRA,8395,3
2016-02-01,2016,2,MAGDALENA,51813,1
2016-02-01,2016,2,META,3577,2
2016-02-01,2016,2,NARINO,15730,2
2016-02-01,2016,2,NORTE DE SANTANDER,36523,1
2016-02-01,2016,2,PUTUMAYO,3270,3
2016-02-01,2016,2,QUINDIO,16048,1
2016-02-01,2016,2,RISARALDA,50490,1
2016-02-01,2016,2,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",63636,2
2016-02-01,2016,2,SANTANDER,67984,2
2016-02-01,2016,2,SIN ESPECIFICAR,0,1
2016-02-01,2016,2,SUCRE,2436,2
2016-02-01,2016,2,TOLIMA,6612,1
2016-02-01,2016,2,VALLE DEL CAUCA,158376,2
2016-02-01,2016,2,VAUPES,1202,4
2016-02-01,2016,2,VICHADA,1631,2
2016-03-01,2016,3,AMAZONAS,8221,4
2016-03-01,2016,3,ANTIOQUIA,282380,5
2016-03-01,2016,3,ARAUCA,5300,2
2016-03-01,2016,3,ATLANTICO,105849,1
2016-03-01,2016,3,BOGOTA D.C.,685382,1
2016-03-01,2016,3,BOLIVAR,145488,1
2016-03-01,2016,3,CALDAS,8372,1
2016-03-01,2016,3,CAQUETA,3152,1
2016-03-01,2016,3,CASANARE,16148,2
2016-03-01,2016,3,CAUCA,6398,2
2016-03-01,2016,3,CESAR,14572,2
2016-03-01,2016,3,CHOCO,14651,4
2016-03-01,2016,3,CORDOBA,37244,1
2016-03-01,2016,3,GUAINIA,1384,2
2016-03-01,2016,3,GUAVIARE,984,2
2016-03-01,2016,3,HUILA,11995,2
2016-03-01,2016,3,LA GUAJIRA,9286,3
2016-03-01,2016,3,MAGDALENA,55981,1
2016-03-01,2016,3,META,3784,2
2016-03-01,2016,3,NARINO,16965,2
2016-03-01,2016,3,NORTE DE SANTANDER,40287,1
2016-03-01,2016,3,PUTUMAYO,3086,3
2016-03-01,2016,3,QUINDIO,15708,1
2016-03-01,2016,3,RISARALDA,53710,1
2016-03-01,2016,3,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",66350,2
2016-03-01,2016,3,SANTANDER,70318,2
2016-03-01,2016,3,SIN ESPECIFICAR,0,1
2016-03-01,2016,3,SUCRE,2751,2
2016-03-01,2016,3,TOLIMA,5677,1
2016-03-01,2016,3,VALLE DEL CAUCA,174837,2
2016-03-01,2016,3,VAUPES,1089,4
2016-03-01,2016,3,VICHADA,1567,3
2016-04-01,2016,4,AMAZONAS,7871,4
2016-04-01,2016,4,ANTIOQUIA,266423,5
2016-04-01,2016,4,ARAUCA,5213,2
2016-04-01,2016,4,ATLANTICO,92986,1
2016-04-01,2016,4,BOGOTA D.C.,638901,1
2016-04-01,2016,4,BOLIVAR,121389,1
2016-04-01,2016,4,CALDAS,8643,1
2016-04-01,2016,4,CAQUETA,3461,1
2016-04-01,2016,4,CASANARE,15498,2
2016-04-01,2016,4,CAUCA,6260,2
2016-04-01,2016,4,CESAR,16127,2
2016-04-01,2016,4,CHOCO,15540,4
2016-04-01,2016,4,CORDOBA,33701,1
2016-04-01,2016,4,GUAINIA,1320,2
2016-04-01,2016,4,GUAVIARE,1024,2
2016-04-01,2016,4,HUILA,12534,2
2016-04-01,2016,4,LA GUAJIRA,8624,3
2016-04-01,2016,4,MAGDALENA,51917,1
2016-04-01,2016,4,META,4023,3
2016-04-01,2016,4,NARINO,16313,2
2016-04-01,2016,4,NORTE DE SANTANDER,37280,1
2016-04-01,2016,4,PUTUMAYO,3186,3
2016-04-01,2016,4,QUINDIO,15457,1
2016-04-01,2016,4,RISARALDA,51436,1
2016-04-01,2016,4,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",61779,2
2016-04-01,2016,4,SANTANDER,69256,2
2016-04-01,2016,4,SIN ESPECIFICAR,0,1
2016-04-01,2016,4,SUCRE,2783,2
2016-04-01,2016,4,TOLIMA,6220,1
2016-04-01,2016,4,VALLE DEL CAUCA,157458,2
2016-04-01,2016,4,VAUPES,845,4
2016-04-01,2016,4,VICHADA,1241,2
2016-05-01,2016,5,AMAZONAS,8108,4
2016-05-01,2016,5,ANTIOQUIA,289426,5
2016-05-01,2016,5,ARAUCA,5977,2
2016-05-01,2016,5,ATLANTICO,100274,1
2016-05-01,2016,5,BOGOTA D.C.,692020,1
2016-05-01,2016,5,BOLIVAR,135387,1
2016-05-01,2016,5,CALDAS,9334,1
2016-05-01,2016,5,CAQUETA,3598,1
2016-05-01,2016,5,CASANARE,16239,2
2016-05-01,2016,5,CAUCA,6400,2
2016-05-01,2016,5,CESAR,16061,2
2016-05-01,2016,5,CHOCO,17548,4
2016-05-01,2016,5,CORDOBA,38339,1
2016-05-01,2016,5,GUAINIA,1379,2
2016-05-01,2016,5,GUAVIARE,1048,2
2016-05-01,2016,5,HUILA,12555,2
2016-05-01,2016,5,LA GUAJIRA,9094,3
2016-05-01,2016,5,MAGDALENA,56673,1
2016-05-01,2016,5,META,4195,2
2016-05-01,2016,5,NARINO,16420,3
2016-05-01,2016,5,NORTE DE SANTANDER,44583,1
2016-05-01,2016,5,PUTUMAYO,3275,3
2016-05-01,2016,5,QUINDIO,16522,1
2016-05-01,2016,5,RISARALDA,53033,1
2016-05-01,2016,5,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",64560,2
2016-05-01,2016,5,SANTANDER,74207,2
2016-05-01,2016,5,SIN ESPECIFICAR,15,1
2016-05-01,2016,5,SUCRE,3065,2
2016-05-01,2016,5,TOLIMA,6223,1
2016-05-01,2016,5,VALLE DEL CAUCA,174086,2
2016-05-01,2016,5,VAUPES,1189,3
2016-05-01,2016,5,VICHADA,1497,2
2016-06-01,2016,6,AMAZONAS,9172,4
2016-06-01,2016,6,ANTIOQUIA,290147,5
2016-06-01,2016,6,ARAUCA,6378,2
2016-06-01,2016,6,ATLANTICO,110561,1
2016-06-01,2016,6,BOGOTA D.C.,708269,1
2016-06-01,2016,6,BOLIVAR,158887,1
2016-06-01,2016,6,CALDAS,10359,1
2016-06-01,2016,6,CAQUETA,3799,1
2016-06-01,2016,6,CASANARE,15932,2
2016-06-01,2016,6,CAUCA,7666,2
2016-06-01,2016,6,CESAR,17281,2
2016-06-01,2016,6,CHOCO,19912,4
2016-06-01,2016,6,CORDOBA,41428,1
2016-06-01,2016,6,GUAINIA,1390,2
2016-06-01,2016,6,GUAVIARE,1020,2
2016-06-01,2016,6,HUILA,12571,2
2016-06-01,2016,6,LA GUAJIRA,9658,3
2016-06-01,2016,6,MAGDALENA,64793,1
2016-06-01,2016,6,META,4344,2
2016-06-01,2016,6,NARINO,19939,3
2016-06-01,2016,6,NORTE DE SANTANDER,46846,1
2016-06-01,2016,6,PUTUMAYO,3432,3
2016-06-01,2016,6,QUINDIO,16384,1
2016-06-01,2016,6,RISARALDA,55245,1
2016-06-01,2016,6,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",71212,2
2016-06-01,2016,6,SANTANDER,75321,2
2016-06-01,2016,6,SIN ESPECIFICAR,0,1
2016-06-01,2016,6,SUCRE,4262,2
2016-06-01,2016,6,TOLIMA,6658,1
2016-06-01,2016,6,VALLE DEL CAUCA,184547,2
2016-06-01,2016,6,VAUPES,1226,4
2016-06-01,2016,6,VICHADA,1474,2
2016-07-01,2016,7,AMAZONAS,9509,4
2016-07-01,2016,7,ANTIOQUIA,298723,5
2016-07-01,2016,7,ARAUCA,5934,2
2016-07-01,2016,7,ATLANTICO,115378,1
2016-07-01,2016,7,BOGOTA D.C.,740169,1
2016-07-01,2016,7,BOLIVAR,165349,1
2016-07-01,2016,7,CALDAS,8941,1
2016-07-01,2016,7,CAQUETA,3764,1
2016-07-01,2016,7,CASANARE,15656,2
2016-07-01,2016,7,CAUCA,6809,2
2016-07-01,2016,7,CESAR,18054,2
2016-07-01,2016,7,CHOCO,20122,4
2016-07-01,2016,7,CORDOBA,40126,1
2016-07-01,2016,7,GUAINIA,1500,2
2016-07-01,2016,7,GUAVIARE,1205,2
2016-07-01,2016,7,HUILA,12477,2
2016-07-01,2016,7,LA GUAJIRA,9543,3
2016-07-01,2016,7,MAGDALENA,61122,1
2016-07-01,2016,7,META,4664,3
2016-07-01,2016,7,NARINO,19035,3
2016-07-01,2016,7,NORTE DE SANTANDER,44612,1
2016-07-01,2016,7,PUTUMAYO,3525,3
2016-07-01,2016,7,QUINDIO,15813,1
2016-07-01,2016,7,RISARALDA,54159,1
2016-07-01,2016,7,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",76834,2
2016-07-01,2016,7,SANTANDER,78089,2
2016-07-01,2016,7,SIN ESPECIFICAR,0,1
2016-07-01,2016,7,SUCRE,3913,2
2016-07-01,2016,7,TOLIMA,6600,1
2016-07-01,2016,7,VALLE DEL CAUCA,197604,2
2016-07-01,2016,7,VAUPES,1403,4
2016-07-01,2016,7,VICHADA,1504,1
2016-08-01,2016,8,AMAZONAS,8827,4
2016-08-01,2016,8,ANTIOQUIA,300155,5
2016-08-01,2016,8,ARAUCA,5367,2
2016-08-01,2016,8,ATLANTICO,109161,1
2016-08-01,2016,8,BOGOTA D.C.,727188,1
2016-08-01,2016,8,BOLIVAR,158229,1
2016-08-01,2016,8,CALDAS,10209,1
2016-08-01,2016,8,CAQUETA,4077,2
2016-08-01,2016,8,CASANARE,16079,2
2016-08-01,2016,8,CAUCA,6920,2
2016-08-01,2016,8,CESAR,18146,2
2016-08-01,2016,8,CHOCO,18265,4
2016-08-01,2016,8,CORDOBA,39905,1
2016-08-01,2016,8,GUAINIA,1220,2
2016-08-01,2016,8,GUAVIARE,1322,2
2016-08-01,2016,8,HUILA,13434,2
2016-08-01,2016,8,LA GUAJIRA,9154,3
2016-08-01,2016,8,MAGDALENA,64053,1
2016-08-01,2016,8,META,4280,2
2016-08-01,2016,8,NARINO,19043,3
2016-08-01,2016,8,NORTE DE SANTANDER,43671,1
2016-08-01,2016,8,PUTUMAYO,3603,3
2016-08-01,2016,8,QUINDIO,15948,1
2016-08-01,2016,8,RISARALDA,53759,1
2016-08-01,2016,8,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",71743,2
2016-08-01,2016,8,SANTANDER,76253,2
2016-08-01,2016,8,SIN ESPECIFICAR,0,1
2016-08-01,2016,8,SUCRE,3765,2
2016-08-01,2016,8,TOLIMA,6825,1
2016-08-01,2016,8,VALLE DEL CAUCA,192741,2
2016-08-01,2016,8,VAUPES,1180,4
2016-08-01,2016,8,VICHADA,1325,2
2016-09-01,2016,9,AMAZONAS,9822,4
2016-09-01,2016,9,ANTIOQUIA,295322,5
2016-09-01,2016,9,ARAUCA,5578,2
2016-09-01,2016,9,ATLANTICO,100508,1
2016-09-01,2016,9,BOGOTA D.C.,706908,1
2016-09-01,2016,9,BOLIVAR,144099,1
2016-09-01,2016,9,CALDAS,8801,1
2016-09-01,2016,9,CAQUETA,3929,1
2016-09-01,2016,9,CASANARE,16812,2
2016-09-01,2016,9,CAUCA,6640,2
2016-09-01,2016,9,CESAR,18265,2
2016-09-01,2016,9,CHOCO,18394,4
2016-09-01,2016,9,CORDOBA,39364,1
2016-09-01,2016,9,GUAINIA,1214,2
2016-09-01,2016,9,GUAVIARE,946,2
2016-09-01,2016,9,HUILA,13314,2
2016-09-01,2016,9,LA GUAJIRA,8610,3
2016-09-01,2016,9,MAGDALENA,63369,1
2016-09-01,2016,9,META,4473,2
2016-09-01,2016,9,NARINO,17855,3
2016-09-01,2016,9,NORTE DE SANTANDER,41647,1
2016-09-01,2016,9,PUTUMAYO,3597,3
2016-09-01,2016,9,QUINDIO,15016,1
2016-09-01,2016,9,RISARALDA,51937,1
2016-09-01,2016,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",65893,2
2016-09-01,2016,9,SANTANDER,75364,2
2016-09-01,2016,9,SIN ESPECIFICAR,0,1
2016-09-01,2016,9,SUCRE,3458,2
2016-09-01,2016,9,TOLIMA,7040,2
2016-09-01,2016,9,VALLE DEL CAUCA,178229,2
2016-09-01,2016,9,VAUPES,1089,4
2016-09-01,2016,9,VICHADA,1239,1
2016-10-01,2016,10,AMAZONAS,11676,4
2016-10-01,2016,10,ANTIOQUIA,312652,5
2016-10-01,2016,10,ARAUCA,6134,2
2016-10-01,2016,10,ATLANTICO,115064,1
2016-10-01,2016,10,BOGOTA D.C.,748880,1
2016-10-01,2016,10,BOLIVAR,156330,1
2016-10-01,2016,10,CALDAS,7995,1
2016-10-01,2016,10,CAQUETA,4021,1
