fecha,anio,mes_num,departamento,visitantes_no_residentes,n_registros_origen,n_ciudades,n_paises_residencia
2017-09-01,2017,9,HUILA,270.0,53,10,31
2017-09-01,2017,9,LA GUAJIRA,213.0,64,12,33
2017-09-01,2017,9,MAGDALENA,1838.0,83,9,64
2017-09-01,2017,9,META,346.0,55,10,34
2017-09-01,2017,9,NARINO,1563.0,92,18,47
2017-09-01,2017,9,NORTE DE SANTANDER,959.0,71,8,47
2017-09-01,2017,9,PUTUMAYO,184.0,30,9,15
2017-09-01,2017,9,QUINDIO,956.0,115,9,55
2017-09-01,2017,9,RISARALDA,1424.0,98,10,54
2017-09-01,2017,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2465.955,81,2,54
2017-09-01,2017,9,SANTANDER,1198.0,141,22,60
2017-09-01,2017,9,SIN ESPECIFICAR,11.0,5,1,5
2017-09-01,2017,9,SUCRE,104.0,35,9,24
2017-09-01,2017,9,TOLIMA,396.0,65,14,40
2017-09-01,2017,9,VALLE DEL CAUCA,6595.604,345,33,93
2017-09-01,2017,9,VICHADA,4.0,4,2,4
2017-10-01,2017,10,AMAZONAS,363.0,41,2,40
2017-10-01,2017,10,ANTIOQUIA,10736.389,383,58,119
2017-10-01,2017,10,ARAUCA,19.0,10,4,8
2017-10-01,2017,10,ATLANTICO,2314.29,118,13,87
2017-10-01,2017,10,BOGOTA D.C.,14872.061,194,1,194
2017-10-01,2017,10,BOLIVAR,8816.902,156,15,126
2017-10-01,2017,10,BOYACA,345.0,119,29,40
2017-10-01,2017,10,CALDAS,624.0,77,18,39
2017-10-01,2017,10,CAQUETA,44.0,14,3,12
2017-10-01,2017,10,CASANARE,52.0,23,4,20
2017-10-01,2017,10,CAUCA,275.0,49,11,31
2017-10-01,2017,10,CESAR,164.0,35,7,24
2017-10-01,2017,10,CHOCO,227.0,45,9,25
2017-10-01,2017,10,CORDOBA,187.0,56,12,30
2017-10-01,2017,10,CUNDINAMARCA,988.0,327,62,50
2017-10-01,2017,10,GUAINIA,8.0,2,1,2
2017-10-01,2017,10,GUAVIARE,2.0,2,1,2
2017-10-01,2017,10,HUILA,348.0,70,14,35
2017-10-01,2017,10,LA GUAJIRA,126.0,51,9,29
2017-10-01,2017,10,MAGDALENA,1657.0,76,8,59
2017-10-01,2017,10,META,312.0,68,11,37
2017-10-01,2017,10,NARINO,1738.0,92,11,51
2017-10-01,2017,10,NORTE DE SANTANDER,955.0,70,10,41
2017-10-01,2017,10,PUTUMAYO,205.0,30,9,16
2017-10-01,2017,10,QUINDIO,915.0,106,11,45
2017-10-01,2017,10,RISARALDA,1438.0,90,6,54
2017-10-01,2017,10,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1319.85,68,2,50
2017-10-01,2017,10,SANTANDER,1273.0,135,20,49
2017-10-01,2017,10,SIN ESPECIFICAR,3.0,3,1,3
2017-10-01,2017,10,SUCRE,82.0,31,8,20
2017-10-01,2017,10,TOLIMA,342.0,73,18,40
2017-10-01,2017,10,VALLE DEL CAUCA,7923.6720000000005,354,35,93
2017-10-01,2017,10,VICHADA,2.0,2,1,2
2017-11-01,2017,11,AMAZONAS,465.0,46,4,42
2017-11-01,2017,11,ANTIOQUIA,11017.948,402,66,118
2017-11-01,2017,11,ARAUCA,40.0,15,5,12
2017-11-01,2017,11,ATLANTICO,2663.4610000000002,113,11,81
2017-11-01,2017,11,BOGOTA D.C.,14555.461,157,1,157
2017-11-01,2017,11,BOLIVAR,8054.642,142,12,113
2017-11-01,2017,11,BOYACA,318.0,117,26,35
2017-11-01,2017,11,CALDAS,598.0,84,17,35
2017-11-01,2017,11,CAQUETA,102.0,23,5,19
2017-11-01,2017,11,CASANARE,76.0,25,4,19
2017-11-01,2017,11,CAUCA,384.0,59,13,37
2017-11-01,2017,11,CESAR,137.0,32,5,26
2017-11-01,2017,11,CHOCO,203.0,45,7,33
2017-11-01,2017,11,CORDOBA,236.0,45,11,26
2017-11-01,2017,11,CUNDINAMARCA,998.0,325,60,45
2017-11-01,2017,11,GUAINIA,12.0,5,2,4
2017-11-01,2017,11,GUAVIARE,4.0,2,1,2
2017-11-01,2017,11,HUILA,351.0,75,16,39
2017-11-01,2017,11,LA GUAJIRA,171.0,59,9,38
2017-11-01,2017,11,MAGDALENA,4981.0,117,13,69
2017-11-01,2017,11,META,357.0,66,14,33
2017-11-01,2017,11,NARINO,1736.0,103,16,53
2017-11-01,2017,11,NORTE DE SANTANDER,1003.0,82,13,50
2017-11-01,2017,11,PUTUMAYO,145.0,38,12,18
2017-11-01,2017,11,QUINDIO,1139.0,118,11,48
2017-11-01,2017,11,RISARALDA,1912.0,111,12,55
2017-11-01,2017,11,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2958.584,78,2,55
2017-11-01,2017,11,SANTANDER,1403.0,136,19,58
2017-11-01,2017,11,SIN ESPECIFICAR,92.0,17,1,17
2017-11-01,2017,11,SUCRE,78.0,36,9,22
2017-11-01,2017,11,TOLIMA,442.0,68,11,37
2017-11-01,2017,11,VALLE DEL CAUCA,7447.814,393,36,99
2017-11-01,2017,11,VICHADA,4.0,2,2,2
2017-12-01,2017,12,AMAZONAS,447.0,42,3,38
2017-12-01,2017,12,ANTIOQUIA,12178.373,500,71,120
2017-12-01,2017,12,ARAUCA,56.0,19,4,14
2017-12-01,2017,12,ATLANTICO,3310.342,146,18,79
2017-12-01,2017,12,BOGOTA D.C.,11926.747,153,1,153
2017-12-01,2017,12,BOLIVAR,10352.52,162,20,117
2017-12-01,2017,12,BOYACA,666.0,167,42,42
2017-12-01,2017,12,CALDAS,1425.0,140,20,52
2017-12-01,2017,12,CAQUETA,87.0,21,5,18
2017-12-01,2017,12,CASANARE,118.0,31,7,24
2017-12-01,2017,12,CAUCA,517.0,85,18,43
2017-12-01,2017,12,CESAR,311.0,62,14,39
2017-12-01,2017,12,CHOCO,254.0,48,10,32
2017-12-01,2017,12,CORDOBA,401.0,86,18,39
2017-12-01,2017,12,CUNDINAMARCA,1645.0,452,71,57
2017-12-01,2017,12,GUAINIA,5.0,4,2,4
2017-12-01,2017,12,GUAVIARE,11.0,6,1,6
2017-12-01,2017,12,HUILA,625.0,106,18,42
2017-12-01,2017,12,LA GUAJIRA,239.0,66,9,35
2017-12-01,2017,12,MAGDALENA,3143.0,134,15,84
2017-12-01,2017,12,META,648.0,85,16,40
2017-12-01,2017,12,NARINO,2241.0,123,22,58
2017-12-01,2017,12,NORTE DE SANTANDER,1729.0,114,16,59
2017-12-01,2017,12,PUTUMAYO,119.0,31,8,21
2017-12-01,2017,12,QUINDIO,1604.0,133,10,51
2017-12-01,2017,12,RISARALDA,2385.17,143,13,59
2017-12-01,2017,12,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",3821.809,66,2,47
2017-12-01,2017,12,SANTANDER,2680.0,231,34,69
2017-12-01,2017,12,SIN ESPECIFICAR,30.0,11,2,11
2017-12-01,2017,12,SUCRE,186.0,60,12,32
2017-12-01,2017,12,TOLIMA,1019.0,128,25,44
2017-12-01,2017,12,VALLE DEL CAUCA,11169.01,542,41,107
2017-12-01,2017,12,VICHADA,7.0,6,1,6
2018-01-01,2018,1,AMAZONAS,592.0,45,3,42
2018-01-01,2018,1,ANTIOQUIA,12015.878,416,65,116
2018-01-01,2018,1,ARAUCA,28.0,17,3,14
2018-01-01,2018,1,ATLANTICO,3156.522,118,13,77
2018-01-01,2018,1,BOGOTA D.C.,13392.461,152,1,152
2018-01-01,2018,1,BOLIVAR,10887.25,153,16,115
2018-01-01,2018,1,BOYACA,491.0,137,30,39
2018-01-01,2018,1,CALDAS,791.0,97,18,43
2018-01-01,2018,1,CAQUETA,42.0,18,5,14
2018-01-01,2018,1,CASANARE,70.0,28,5,21
2018-01-01,2018,1,CAUCA,361.0,66,16,36
2018-01-01,2018,1,CESAR,261.0,52,11,34
2018-01-01,2018,1,CHOCO,305.0,50,7,32
2018-01-01,2018,1,CORDOBA,207.0,53,12,30
2018-01-01,2018,1,CUNDINAMARCA,1102.0,358,60,65
2018-01-01,2018,1,GUAINIA,23.0,10,3,8
2018-01-01,2018,1,GUAVIARE,6.0,6,3,6
2018-01-01,2018,1,HUILA,295.0,65,12,30
2018-01-01,2018,1,LA GUAJIRA,196.0,60,9,32
2018-01-01,2018,1,MAGDALENA,3224.0,92,10,65
2018-01-01,2018,1,META,403.0,76,12,42
2018-01-01,2018,1,NARINO,1740.0,112,14,56
2018-01-01,2018,1,NORTE DE SANTANDER,1661.0,89,17,50
2018-01-01,2018,1,PUTUMAYO,218.0,52,10,29
2018-01-01,2018,1,QUINDIO,928.0,105,11,45
2018-01-01,2018,1,RISARALDA,1906.0,108,11,60
2018-01-01,2018,1,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2961.714,69,2,48
2018-01-01,2018,1,SANTANDER,1518.0,156,23,58
2018-01-01,2018,1,SIN ESPECIFICAR,14.0,10,2,10
2018-01-01,2018,1,SUCRE,135.0,48,10,26
2018-01-01,2018,1,TOLIMA,445.0,78,15,39
2018-01-01,2018,1,VALLE DEL CAUCA,9034.193,425,38,98
2018-01-01,2018,1,VICHADA,32.0,17,1,17
2018-02-01,2018,2,AMAZONAS,513.0,46,2,44
2018-02-01,2018,2,ANTIOQUIA,11780.241,393,63,112
2018-02-01,2018,2,ARAUCA,27.0,13,5,9
2018-02-01,2018,2,ATLANTICO,4233.55,148,14,84
2018-02-01,2018,2,BOGOTA D.C.,12403.153,153,1,153
2018-02-01,2018,2,BOLIVAR,9845.062,162,15,117
2018-02-01,2018,2,BOYACA,382.0,127,26,39
2018-02-01,2018,2,CALDAS,550.0,88,15,38
2018-02-01,2018,2,CAQUETA,25.0,14,3,13
2018-02-01,2018,2,CASANARE,80.0,26,6,16
2018-02-01,2018,2,CAUCA,273.0,47,11,29
2018-02-01,2018,2,CESAR,153.0,35,6,25
2018-02-01,2018,2,CHOCO,226.0,40,8,28
2018-02-01,2018,2,CORDOBA,197.0,51,10,29
2018-02-01,2018,2,CUNDINAMARCA,927.0,319,58,50
2018-02-01,2018,2,GUAINIA,15.0,5,2,5
2018-02-01,2018,2,GUAVIARE,3.0,3,1,3
2018-02-01,2018,2,HUILA,296.0,64,13,29
2018-02-01,2018,2,LA GUAJIRA,173.0,58,9,29
2018-02-01,2018,2,MAGDALENA,3009.0,98,15,67
2018-02-01,2018,2,META,298.0,55,14,29
2018-02-01,2018,2,NARINO,1609.0,92,14,49
2018-02-01,2018,2,NORTE DE SANTANDER,952.0,71,10,46
2018-02-01,2018,2,PUTUMAYO,164.0,36,9,23
2018-02-01,2018,2,QUINDIO,1046.0,107,11,47
2018-02-01,2018,2,RISARALDA,2048.0,105,12,54
2018-02-01,2018,2,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2309.2,80,2,53
2018-02-01,2018,2,SANTANDER,1396.0,156,19,54
2018-02-01,2018,2,SIN ESPECIFICAR,7.0,5,1,5
2018-02-01,2018,2,SUCRE,65.0,31,10,21
2018-02-01,2018,2,TOLIMA,305.0,72,14,40
2018-02-01,2018,2,VALLE DEL CAUCA,8198.56,398,37,98
2018-02-01,2018,2,VAUPES,1.0,1,1,1
2018-02-01,2018,2,VICHADA,13.0,7,1,7
2018-03-01,2018,3,AMAZONAS,503.0,44,4,38
2018-03-01,2018,3,ANTIOQUIA,12031.968,464,65,141
2018-03-01,2018,3,ARAUCA,43.0,17,3,14
2018-03-01,2018,3,ATLANTICO,3148.27,124,16,82
2018-03-01,2018,3,BOGOTA D.C.,13585.32,163,1,163
2018-03-01,2018,3,BOLIVAR,10329.923,177,18,125
2018-03-01,2018,3,BOYACA,404.0,124,36,38
2018-03-01,2018,3,CALDAS,853.0,93,18,44
2018-03-01,2018,3,CAQUETA,29.0,11,2,10
2018-03-01,2018,3,CASANARE,56.0,23,7,16
2018-03-01,2018,3,CAUCA,398.0,60,14,37
2018-03-01,2018,3,CESAR,170.0,38,9,27
2018-03-01,2018,3,CHOCO,313.0,50,6,32
2018-03-01,2018,3,CORDOBA,202.0,54,12,29
2018-03-01,2018,3,CUNDINAMARCA,1181.0,331,58,50
2018-03-01,2018,3,GUAINIA,23.0,9,3,6
2018-03-01,2018,3,GUAVIARE,1.0,1,1,1
2018-03-01,2018,3,HUILA,280.0,55,11,30
2018-03-01,2018,3,LA GUAJIRA,188.0,59,9,31
2018-03-01,2018,3,MAGDALENA,3183.0,102,13,68
2018-03-01,2018,3,META,327.0,60,15,34
2018-03-01,2018,3,NARINO,1468.0,104,17,52
2018-03-01,2018,3,NORTE DE SANTANDER,996.0,86,14,47
2018-03-01,2018,3,PUTUMAYO,176.0,35,10,18
2018-03-01,2018,3,QUINDIO,1152.0,105,11,41
2018-03-01,2018,3,RISARALDA,1949.0,119,14,58
2018-03-01,2018,3,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2817.285,80,2,55
2018-03-01,2018,3,SANTANDER,1633.0,160,21,62
2018-03-01,2018,3,SIN ESPECIFICAR,7.0,5,1,5
2018-03-01,2018,3,SUCRE,134.0,46,11,32
2018-03-01,2018,3,TOLIMA,408.0,72,18,34
2018-03-01,2018,3,VALLE DEL CAUCA,7984.473,371,36,100
2018-03-01,2018,3,VAUPES,1.0,1,1,1
2018-03-01,2018,3,VICHADA,23.0,11,3,10
2018-04-01,2018,4,AMAZONAS,522.0,41,3,39
2018-04-01,2018,4,ANTIOQUIA,12173.681,379,58,110
2018-04-01,2018,4,ARAUCA,40.0,15,4,12
2018-04-01,2018,4,ATLANTICO,2710.625,118,10,84
2018-04-01,2018,4,BOGOTA D.C.,12548.828,155,1,155
2018-04-01,2018,4,BOLIVAR,10594.633,162,16,114
2018-04-01,2018,4,BOYACA,344.0,118,25,35
2018-04-01,2018,4,CALDAS,527.0,74,16,34
2018-04-01,2018,4,CAQUETA,27.0,17,3,16
2018-04-01,2018,4,CASANARE,45.0,17,3,15
2018-04-01,2018,4,CAUCA,284.0,49,13,30
2018-04-01,2018,4,CESAR,441.0,40,6,29
2018-04-01,2018,4,CHOCO,241.0,40,7,26
2018-04-01,2018,4,CORDOBA,197.0,46,10,25
2018-04-01,2018,4,CUNDINAMARCA,1082.0,338,61,49
2018-04-01,2018,4,GUAINIA,14.0,3,1,3
2018-04-01,2018,4,GUAVIARE,3.0,3,1,3
2018-04-01,2018,4,HUILA,254.0,54,13,28
2018-04-01,2018,4,LA GUAJIRA,156.0,60,9,32
2018-04-01,2018,4,MAGDALENA,2670.0,92,11,58
2018-04-01,2018,4,META,289.0,57,12,35
2018-04-01,2018,4,NARINO,1238.0,85,14,42
2018-04-01,2018,4,NORTE DE SANTANDER,1016.0,72,11,47
2018-04-01,2018,4,PUTUMAYO,129.0,33,8,22
2018-04-01,2018,4,QUINDIO,837.0,113,10,47
2018-04-01,2018,4,RISARALDA,1834.0,110,13,52
2018-04-01,2018,4,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1650.324,74,2,48
2018-04-01,2018,4,SANTANDER,1273.0,148,21,59
2018-04-01,2018,4,SIN ESPECIFICAR,4.0,4,1,4
2018-04-01,2018,4,SUCRE,60.0,26,7,19
2018-04-01,2018,4,TOLIMA,276.0,62,16,32
2018-04-01,2018,4,VALLE DEL CAUCA,6780.606,351,38,104
2018-04-01,2018,4,VAUPES,1.0,1,1,1
2018-04-01,2018,4,VICHADA,9.0,8,2,8
2018-05-01,2018,5,AMAZONAS,461.0,45,4,41
2018-05-01,2018,5,ANTIOQUIA,10437.678,400,66,120
2018-05-01,2018,5,ARAUCA,25.0,15,4,12
2018-05-01,2018,5,ATLANTICO,2598.888,110,13,77
2018-05-01,2018,5,BOGOTA D.C.,12255.715,153,1,153
2018-05-01,2018,5,BOLIVAR,9439.528,161,16,128
2018-05-01,2018,5,BOYACA,447.0,107,29,33
2018-05-01,2018,5,CALDAS,609.0,79,17,39
2018-05-01,2018,5,CAQUETA,31.0,11,1,11
2018-05-01,2018,5,CASANARE,33.0,17,3,15
2018-05-01,2018,5,CAUCA,314.0,70,20,40
2018-05-01,2018,5,CESAR,158.0,44,11,27
2018-05-01,2018,5,CHOCO,273.0,48,8,32
2018-05-01,2018,5,CORDOBA,273.0,52,11,28
2018-05-01,2018,5,CUNDINAMARCA,998.0,305,61,50
2018-05-01,2018,5,GUAINIA,12.0,3,2,3
2018-05-01,2018,5,GUAVIARE,1.0,1,1,1
2018-05-01,2018,5,HUILA,350.0,71,15,36
2018-05-01,2018,5,LA GUAJIRA,149.0,57,6,29
2018-05-01,2018,5,MAGDALENA,2233.0,81,9,61
2018-05-01,2018,5,META,321.0,64,11,34
2018-05-01,2018,5,NARINO,1050.0,86,11,46
2018-05-01,2018,5,NORTE DE SANTANDER,792.0,64,11,40
2018-05-01,2018,5,PUTUMAYO,128.0,27,7,16
2018-05-01,2018,5,QUINDIO,1025.0,108,10,48
2018-05-01,2018,5,RISARALDA,1824.0,100,12,54
2018-05-01,2018,5,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1752.69,71,2,46
2018-05-01,2018,5,SANTANDER,1172.0,148,22,61
2018-05-01,2018,5,SIN ESPECIFICAR,14.0,6,1,6
2018-05-01,2018,5,SUCRE,88.0,30,8,21
2018-05-01,2018,5,TOLIMA,382.0,76,21,38
2018-05-01,2018,5,VALLE DEL CAUCA,7269.425,382,38,108
2018-05-01,2018,5,VAUPES,2.0,2,2,2
2018-05-01,2018,5,VICHADA,6.0,5,2,5
2018-06-01,2018,6,AMAZONAS,538.0,49,2,46
2018-06-01,2018,6,ANTIOQUIA,10662.155999999999,436,74,113
2018-06-01,2018,6,ARAUCA,43.0,20,4,17
2018-06-01,2018,6,ATLANTICO,2356.071,125,19,83
2018-06-01,2018,6,BOGOTA D.C.,14314.151,170,1,170
2018-06-01,2018,6,BOLIVAR,8303.278,150,14,119
2018-06-01,2018,6,BOYACA,438.0,145,29,43
2018-06-01,2018,6,CALDAS,947.0,100,22,43
2018-06-01,2018,6,CAQUETA,42.0,19,3,17
2018-06-01,2018,6,CASANARE,67.0,18,5,15
2018-06-01,2018,6,CAUCA,400.0,72,16,35
2018-06-01,2018,6,CESAR,205.0,49,12,30
2018-06-01,2018,6,CHOCO,238.0,43,6,29
2018-06-01,2018,6,CORDOBA,352.0,62,14,30
2018-06-01,2018,6,CUNDINAMARCA,1261.0,331,68,51
2018-06-01,2018,6,GUAINIA,7.0,3,2,3
2018-06-01,2018,6,GUAVIARE,2.0,2,1,2
2018-06-01,2018,6,HUILA,619.0,92,18,38
2018-06-01,2018,6,LA GUAJIRA,181.0,56,8,29
2018-06-01,2018,6,MAGDALENA,2103.0,85,12,62
2018-06-01,2018,6,META,466.0,60,13,32
2018-06-01,2018,6,NARINO,1063.0,92,14,46
2018-06-01,2018,6,NORTE DE SANTANDER,942.0,87,13,47
2018-06-01,2018,6,PUTUMAYO,114.0,37,11,17
2018-06-01,2018,6,QUINDIO,1382.0,120,10,49
2018-06-01,2018,6,RISARALDA,1516.188,116,13,57
2018-06-01,2018,6,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2391.39,71,2,47
2018-06-01,2018,6,SANTANDER,1876.0,169,23,58
2018-06-01,2018,6,SIN ESPECIFICAR,9.0,8,1,8
2018-06-01,2018,6,SUCRE,126.0,41,9,25
2018-06-01,2018,6,TOLIMA,789.0,91,22,43
2018-06-01,2018,6,VALLE DEL CAUCA,7648.452,412,41,100
2018-06-01,2018,6,VAUPES,1.0,1,1,1
2018-06-01,2018,6,VICHADA,11.0,6,3,4
2018-07-01,2018,7,AMAZONAS,821.0,46,3,39
2018-07-01,2018,7,ANTIOQUIA,11743.841,479,72,120
2018-07-01,2018,7,ARAUCA,26.0,16,6,10
2018-07-01,2018,7,ATLANTICO,7515.602,146,15,92
2018-07-01,2018,7,BOGOTA D.C.,11257.318,162,1,162
2018-07-01,2018,7,BOLIVAR,9552.658,144,15,114
2018-07-01,2018,7,BOYACA,614.0,146,35,43
2018-07-01,2018,7,CALDAS,1145.0,111,19,51
2018-07-01,2018,7,CAQUETA,40.0,18,3,14
2018-07-01,2018,7,CASANARE,68.0,25,6,18
2018-07-01,2018,7,CAUCA,496.0,67,15,40
2018-07-01,2018,7,CESAR,338.0,52,13,31
2018-07-01,2018,7,CHOCO,217.0,45,9,31
2018-07-01,2018,7,CORDOBA,243.0,63,13,35
2018-07-01,2018,7,CUNDINAMARCA,1318.0,363,63,63
2018-07-01,2018,7,GUAINIA,10.0,3,1,3
2018-07-01,2018,7,GUAVIARE,4.0,3,1,3
2018-07-01,2018,7,HUILA,396.0,83,14,33
2018-07-01,2018,7,LA GUAJIRA,207.0,70,12,31
2018-07-01,2018,7,MAGDALENA,2677.0,91,14,65
2018-07-01,2018,7,META,527.0,75,11,40
2018-07-01,2018,7,NARINO,1162.0,107,15,54
2018-07-01,2018,7,NORTE DE SANTANDER,1071.0,82,11,48
2018-07-01,2018,7,PUTUMAYO,153.0,43,13,20
2018-07-01,2018,7,QUINDIO,1614.0,122,11,46
2018-07-01,2018,7,RISARALDA,1664.079,104,11,54
2018-07-01,2018,7,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1858.267,70,2,46
2018-07-01,2018,7,SANTANDER,1956.0,186,28,66
2018-07-01,2018,7,SIN ESPECIFICAR,39.0,14,2,14
2018-07-01,2018,7,SUCRE,137.0,36,5,27
2018-07-01,2018,7,TOLIMA,561.0,82,20,39
2018-07-01,2018,7,VALLE DEL CAUCA,9690.082,439,37,113
2018-07-01,2018,7,VICHADA,15.0,8,3,7
2018-08-01,2018,8,AMAZONAS,542.0,48,2,44
2018-08-01,2018,8,ANTIOQUIA,12268.828,500,74,112
2018-08-01,2018,8,ARAUCA,20.0,14,3,12
2018-08-01,2018,8,ATLANTICO,2915.175,118,14,80
2018-08-01,2018,8,BOGOTA D.C.,14274.673,157,1,157
2018-08-01,2018,8,BOLIVAR,8509.094000000001,167,22,120
2018-08-01,2018,8,BOYACA,644.0,147,38,42
2018-08-01,2018,8,CALDAS,804.0,108,21,43
2018-08-01,2018,8,CAQUETA,41.0,13,2,13
2018-08-01,2018,8,CASANARE,63.0,23,5,17
2018-08-01,2018,8,CAUCA,501.0,71,12,38
2018-08-01,2018,8,CESAR,191.0,41,9,26
2018-08-01,2018,8,CHOCO,171.0,42,7,25
2018-08-01,2018,8,CORDOBA,274.0,63,15,35
2018-08-01,2018,8,CUNDINAMARCA,1295.0,375,67,51
2018-08-01,2018,8,GUAINIA,6.0,4,2,4
2018-08-01,2018,8,GUAVIARE,4.0,4,2,4
2018-08-01,2018,8,HUILA,361.0,69,14,30
2018-08-01,2018,8,LA GUAJIRA,209.0,66,8,36
2018-08-01,2018,8,MAGDALENA,2506.0,93,15,66
2018-08-01,2018,8,META,370.0,65,11,36
2018-08-01,2018,8,NARINO,1418.0,103,15,48
2018-08-01,2018,8,NORTE DE SANTANDER,1239.0,88,13,47
2018-08-01,2018,8,PUTUMAYO,143.0,41,11,20
2018-08-01,2018,8,QUINDIO,1725.0,143,12,53
2018-08-01,2018,8,RISARALDA,2519.0,125,11,64
2018-08-01,2018,8,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1988.021,81,3,54
2018-08-01,2018,8,SANTANDER,1768.0,184,32,66
2018-08-01,2018,8,SIN ESPECIFICAR,1259.0,25,1,25
2018-08-01,2018,8,SUCRE,99.0,39,8,24
2018-08-01,2018,8,TOLIMA,497.0,89,15,44
2018-08-01,2018,8,VALLE DEL CAUCA,7645.825,441,39,112
2018-08-01,2018,8,VAUPES,3.0,3,2,3
2018-08-01,2018,8,VICHADA,9.0,6,2,5
2018-09-01,2018,9,AMAZONAS,340.0,40,4,33
2018-09-01,2018,9,ANTIOQUIA,11333.27,436,73,117
2018-09-01,2018,9,ARAUCA,23.0,13,5,10
2018-09-01,2018,9,ATLANTICO,2448.451,107,11,75
2018-09-01,2018,9,BOGOTA D.C.,12435.695,158,2,157
2018-09-01,2018,9,BOLIVAR,9553.315,164,17,123
2018-09-01,2018,9,BOYACA,289.0,124,26,40
2018-09-01,2018,9,CALDAS,692.0,94,17,44
2018-09-01,2018,9,CAQUETA,28.0,12,3,10
2018-09-01,2018,9,CASANARE,67.0,20,5,17
2018-09-01,2018,9,CAUCA,290.0,53,12,30
2018-09-01,2018,9,CESAR,252.0,45,10,30
2018-09-01,2018,9,CHOCO,105.0,34,6,22
2018-09-01,2018,9,CORDOBA,190.0,52,11,29
2018-09-01,2018,9,CUNDINAMARCA,1234.0,356,64,52
2018-09-01,2018,9,GUAINIA,5.0,3,2,2
2018-09-01,2018,9,GUAVIARE,2.0,2,1,2
2018-09-01,2018,9,HUILA,247.0,63,11,29
2018-09-01,2018,9,LA GUAJIRA,176.0,64,10,33
2018-09-01,2018,9,MAGDALENA,1985.0,92,13,63
2018-09-01,2018,9,META,284.0,72,13,42
2018-09-01,2018,9,NARINO,1380.0,94,16,46
2018-09-01,2018,9,NORTE DE SANTANDER,1020.0,88,15,51
2018-09-01,2018,9,PUTUMAYO,117.0,24,8,16
2018-09-01,2018,9,QUINDIO,1097.0,119,11,54
2018-09-01,2018,9,RISARALDA,1604.0,107,11,58
2018-09-01,2018,9,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",2706.6620000000003,64,2,45
2018-09-01,2018,9,SANTANDER,1570.0,148,19,61
2018-09-01,2018,9,SIN ESPECIFICAR,1999.0,27,1,27
2018-09-01,2018,9,SUCRE,103.0,35,6,25
2018-09-01,2018,9,TOLIMA,371.0,74,20,34
2018-09-01,2018,9,VALLE DEL CAUCA,7568.208,384,36,98
2018-09-01,2018,9,VAUPES,1.0,1,1,1
2018-09-01,2018,9,VICHADA,11.0,5,1,5
2018-10-01,2018,10,AMAZONAS,345.0,27,1,27
2018-10-01,2018,10,ANTIOQUIA,10074.497,464,66,128
2018-10-01,2018,10,ARAUCA,20.0,15,4,10
2018-10-01,2018,10,ATLANTICO,4078.726,134,17,83
2018-10-01,2018,10,BOGOTA D.C.,12308.197,153,1,153
2018-10-01,2018,10,BOLIVAR,9249.56,168,17,123
2018-10-01,2018,10,BOYACA,517.0,134,24,44
2018-10-01,2018,10,CALDAS,935.0,92,18,43
2018-10-01,2018,10,CAQUETA,37.0,16,2,15
2018-10-01,2018,10,CASANARE,73.0,27,5,25
2018-10-01,2018,10,CAUCA,388.0,54,11,34
2018-10-01,2018,10,CESAR,195.0,44,13,28
2018-10-01,2018,10,CHOCO,201.0,38,7,26
2018-10-01,2018,10,CORDOBA,280.0,66,14,34
2018-10-01,2018,10,CUNDINAMARCA,1328.0,391,65,53
2018-10-01,2018,10,GUAINIA,13.0,6,3,6
2018-10-01,2018,10,GUAVIARE,8.0,4,1,4
2018-10-01,2018,10,HUILA,381.0,72,13,31
2018-10-01,2018,10,LA GUAJIRA,141.0,50,7,28
2018-10-01,2018,10,MAGDALENA,2038.0,86,13,60
2018-10-01,2018,10,META,405.0,66,15,35
2018-10-01,2018,10,NARINO,1032.0,91,12,48
2018-10-01,2018,10,NORTE DE SANTANDER,1076.0,82,14,45
2018-10-01,2018,10,PUTUMAYO,150.0,42,11,22
2018-10-01,2018,10,QUINDIO,894.0,114,10,50
2018-10-01,2018,10,RISARALDA,1696.0,124,11,62
2018-10-01,2018,10,"SAN ANDRES, PROVIDENCIA Y SANTA CATALINA",1320.703,67,2,46
2018-10-01,2018,10,SANTANDER,1626.0,170,19,69
2018-10-01,2018,10,SIN ESPECIFICAR,1261.0,22,1,22
2018-10-01,2018,10,SUCRE,94.0,33,8,23
2018-10-01,2018,10,TOLIMA,654.0,84,21,42
2018-10-01,2018,10,VALLE DEL CAUCA,7654.622,397,38,107
2018-10-01,2018,10,VAUPES,4.0,3,2,3
2018-10-01,2018,10,VICHADA,8.0,5,2,4
