fecha,ise,serie_ise
2024-06-01,120.43035392529478,ajustada_estacional_y_calendario
2024-07-01,122.95507559294572,ajustada_estacional_y_calendario
2024-08-01,122.69388939624864,ajustada_estacional_y_calendario
2024-09-01,122.18050012527513,ajustada_estacional_y_calendario
2024-10-01,123.82268777522445,ajustada_estacional_y_calendario
2024-11-01,122.37822982109164,ajustada_estacional_y_calendario
2024-12-01,124.5990460927057,ajustada_estacional_y_calendario
2025-01-01,124.68410965643379,ajustada_estacional_y_calendario
2025-02-01,125.08499366555719,ajustada_estacional_y_calendario
2025-03-01,124.04977520363032,ajustada_estacional_y_calendario
2025-04-01,125.2179650339413,ajustada_estacional_y_calendario
2025-05-01,125.64804245995384,ajustada_estacional_y_calendario
2025-06-01,124.68472251156078,ajustada_estacional_y_calendario
2025-07-01,128.52610597866578,ajustada_estacional_y_calendario
2025-08-01,125.52253069029351,ajustada_estacional_y_calendario
2025-09-01,126.81950939308354,ajustada_estacional_y_calendario
2025-10-01,126.99332022220045,ajustada_estacional_y_calendario
2025-11-01,125.31706881620978,ajustada_estacional_y_calendario
2025-12-01,126.57440925173317,ajustada_estacional_y_calendario
2026-01-01,126.49015667499948,ajustada_estacional_y_calendario
