fecha,fecha_predicha,departamento,target,prediccion,error,error_abs,horizonte,meses_horizonte
2024-01-01,2025-01-01,HUILA,426.0,460.91913,-34.91912841796875,34.91912841796875,h12,12
2024-02-01,2025-02-01,HUILA,415.0,474.92307,-59.923065185546875,59.923065185546875,h12,12
2024-03-01,2025-03-01,HUILA,441.0,457.86038,-16.860382080078125,16.860382080078125,h12,12
2024-04-01,2025-04-01,HUILA,416.0,371.85474,44.145263671875,44.145263671875,h12,12
2024-05-01,2025-05-01,HUILA,400.0,392.35797,7.64202880859375,7.64202880859375,h12,12
2024-06-01,2025-06-01,HUILA,945.0,721.44415,223.55584716796875,223.55584716796875,h12,12
2024-07-01,2025-07-01,HUILA,578.0,626.3327,-48.33270263671875,48.33270263671875,h12,12
2024-08-01,2025-08-01,HUILA,519.0,487.6432,31.3568115234375,31.3568115234375,h12,12
2024-09-01,2025-09-01,HUILA,415.0,349.58743,65.41256713867188,65.41256713867188,h12,12
2024-01-01,2025-01-01,LA GUAJIRA,1039.0,671.37787,367.62213134765625,367.62213134765625,h12,12
2024-02-01,2025-02-01,LA GUAJIRA,1045.0,547.4167,497.58331298828125,497.58331298828125,h12,12
2024-03-01,2025-03-01,LA GUAJIRA,1184.0,651.7727,532.227294921875,532.227294921875,h12,12
2024-04-01,2025-04-01,LA GUAJIRA,1076.0,645.7949,430.205078125,430.205078125,h12,12
2024-05-01,2025-05-01,LA GUAJIRA,1070.0,658.5706,411.42938232421875,411.42938232421875,h12,12
2024-06-01,2025-06-01,LA GUAJIRA,1178.0,750.75525,427.2447509765625,427.2447509765625,h12,12
2024-07-01,2025-07-01,LA GUAJIRA,1163.0,856.30054,306.699462890625,306.699462890625,h12,12
2024-08-01,2025-08-01,LA GUAJIRA,1195.0,787.9758,407.024169921875,407.024169921875,h12,12
2024-09-01,2025-09-01,LA GUAJIRA,979.0,837.3791,141.62091064453125,141.62091064453125,h12,12
2024-01-01,2025-01-01,MAGDALENA,5346.095,4317.374,1028.7209765625003,1028.7209765625003,h12,12
2024-02-01,2025-02-01,MAGDALENA,5373.46,4639.0894,734.37064453125,734.37064453125,h12,12
